county_fips,state_name,county_name,housing_units,tier1,tier2,tier3,coverage_25_3,coverage_100_20,coverage_250_25,coverage_1000_100,state,county,svi_overall,svi_soc,svi_hh,svi_min,svi_hous
01001,AL,Autauga County,27544,4,4,4,1,0.9364,0.9348,0.4441,AL,Autauga,0.513,0.3838,0.7362,0.6337,0.4309
01003,AL,Baldwin County,137072,4,2,2,1,0.7437,0.7304,0.2779,AL,Baldwin,0.3103,0.3253,0.2724,0.5022,0.3612
01005,AL,Barbour County,15445,4,2,2,1,0.5921,0.5505,0.0268,AL,Barbour,0.9927,0.9567,0.9453,0.8962,0.9949
01007,AL,Bibb County,11168,4,1,1,1,0.3935,0.251,0.2494,AL,Bibb,0.8078,0.8008,0.5512,0.6292,0.8622
01009,AL,Blount County,31265,4,1,1,1,0.3391,0.3112,0.1635,AL,Blount,0.5137,0.5757,0.7225,0.4147,0.2743
01011,AL,Bullock County,6136,4,3,1,1,0.781,0.0046,0.0046,AL,Bullock,0.831,0.7183,0.6515,0.9809,0.8501
01013,AL,Butler County,12828,4,2,2,1,0.5885,0.5881,0,AL,Butler,0.6843,0.7486,0.6887,0.8686,0.2982
01015,AL,Calhoun County,63191,4,4,4,1,0.9169,0.9155,0.2742,AL,Calhoun,0.7349,0.7533,0.7279,0.6582,0.5197
01017,AL,Chambers County,19432,4,3,3,1,0.771,0.7678,0.0406,AL,Chambers,0.8074,0.5837,0.5955,0.8421,0.9599
01019,AL,Cherokee County,19466,4,1,1,1,0.2917,0.146,0.007,AL,Cherokee,0.3269,0.5029,0.4096,0.2778,0.1792
01021,AL,Chilton County,25370,4,1,1,1,0.4692,0.4499,0.4002,AL,Chilton,0.7222,0.7295,0.9176,0.5519,0.3463
01023,AL,Choctaw County,10146,4,1,1,1,0.2145,0.0304,0.0304,AL,Choctaw,0.7116,0.6766,0.8475,0.8256,0.3526
01025,AL,Clarke County,15233,4,1,1,1,0.3737,0.3697,0.044,AL,Clarke,0.8552,0.8864,0.6859,0.8631,0.6795
01027,AL,Clay County,8769,4,1,1,1,0.3,0.2968,0.0269,AL,Clay,0.5309,0.5856,0.6738,0.5423,0.2817
01029,AL,Cleburne County,8735,4,1,1,1,0.1401,0,0,AL,Cleburne,0.4542,0.5439,0.6289,0.2202,0.2979
01031,AL,Coffee County,34951,4,3,3,1,0.7678,0.7673,0.2902,AL,Coffee,0.6489,0.6041,0.9055,0.6862,0.2813
01033,AL,Colbert County,32895,4,3,3,1,0.7666,0.7657,0.1704,AL,Colbert,0.3475,0.4647,0.6346,0.577,0.0761
01035,AL,Conecuh County,8632,4,1,1,1,0.2889,0.2707,0.0034,AL,Conecuh,0.6575,0.725,0.6891,0.8756,0.2683
01037,AL,Coosa County,8039,4,2,2,1,0.6955,0.6845,0.3119,AL,Coosa,0.436,0.3065,0.3679,0.7406,0.5496
01039,AL,Covington County,22960,4,3,3,1,0.8872,0.8869,0.4308,AL,Covington,0.7075,0.7514,0.677,0.4981,0.5719
01041,AL,Crenshaw County,8792,4,2,1,1,0.5122,0.2545,0.2257,AL,Crenshaw,0.6025,0.5395,0.7995,0.6741,0.3775
01043,AL,Cullman County,48860,4,2,2,1,0.7248,0.7184,0.3993,AL,Cullman,0.5156,0.5827,0.6534,0.2753,0.3892
01045,AL,Dale County,25768,4,2,2,1,0.6292,0.627,0.3006,AL,Dale,0.8065,0.8832,0.8835,0.7027,0.3453
01047,AL,Dallas County,23141,4,2,2,1,0.6843,0.6798,0.0597,AL,Dallas,0.9157,0.9659,0.8176,0.971,0.5904
01049,AL,DeKalb County,36355,4,3,3,1,0.8436,0.8432,0.6874,AL,DeKalb,0.7387,0.809,0.6951,0.5439,0.5232
01051,AL,Elmore County,43427,4,3,3,1,0.8527,0.8347,0.3011,AL,Elmore,0.4564,0.3393,0.4271,0.6458,0.5532
01053,AL,Escambia County,20884,4,2,2,1,0.556,0.5246,0.0022,AL,Escambia,0.8708,0.93,0.7543,0.7934,0.6168
01055,AL,Etowah County,56916,4,3,3,1,0.8803,0.8783,0.2597,AL,Etowah,0.6483,0.7043,0.8246,0.5831,0.2833
01057,AL,Fayette County,10339,4,1,1,1,0.4855,0.4808,0.3947,AL,Fayette,0.6725,0.8205,0.4618,0.4758,0.5229
01059,AL,Franklin County,17560,4,2,1,1,0.5219,0.43,0.0316,AL,Franklin,0.7298,0.704,0.8463,0.606,0.4908
01061,AL,Geneva County,15621,4,2,2,1,0.5743,0.566,0.1486,AL,Geneva,0.5691,0.6458,0.7651,0.4949,0.2568
01063,AL,Greene County,5979,4,1,1,1,0.3514,0.2425,0.2425,AL,Greene,0.9513,0.9885,0.5191,0.985,0.8908
01065,AL,Hale County,9821,4,1,1,1,0.4475,0.4475,0.0553,AL,Hale,0.9351,0.9472,0.7893,0.9335,0.8269
01067,AL,Henry County,11607,4,1,1,1,0.4325,0.4295,0,AL,Henry,0.5646,0.6047,0.4074,0.6916,0.4669
01069,AL,Houston County,57885,4,3,3,1,0.8517,0.85,0.0627,AL,Houston,0.7021,0.7817,0.6585,0.7276,0.3927
01071,AL,Jackson County,29860,4,4,4,1,0.9082,0.907,0.8944,AL,Jackson,0.5528,0.6945,0.6095,0.3488,0.3262
01073,AL,Jefferson County,341459,4,4,4,1,0.9237,0.9156,0.3696,AL,Jefferson,0.7562,0.6862,0.6903,0.8787,0.6267
01075,AL,Lamar County,9472,4,4,4,1,0.9658,0.9658,0.9658,AL,Lamar,0.5519,0.4484,0.663,0.4319,0.6321
01077,AL,Lauderdale County,50821,4,3,3,1,0.8144,0.8097,0.2694,AL,Lauderdale,0.4745,0.5306,0.2909,0.4777,0.5439
01079,AL,Lawrence County,19712,4,4,4,1,0.912,0.9116,0.8934,AL,Lawrence,0.4239,0.5605,0.4039,0.6034,0.1891
01081,AL,Lee County,87638,4,4,4,1,0.9407,0.9337,0.4758,AL,Lee,0.6795,0.5907,0.1894,0.7151,0.9443
01083,AL,Limestone County,48816,4,3,3,1,0.8399,0.8345,0.3041,AL,Limestone,0.4602,0.4074,0.4182,0.6127,0.4882
01085,AL,Lowndes County,7043,4,1,1,1,0.2503,0.2445,0.0549,AL,Lowndes,0.8997,0.9628,0.8285,0.9758,0.5064
01087,AL,Macon County,11749,4,2,2,1,0.6202,0.6098,0.0663,AL,Macon,0.8896,0.9118,0.3275,0.9866,0.9418
01089,AL,Madison County,190125,4,4,4,1,0.9795,0.9786,0.7113,AL,Madison,0.3596,0.3046,0.359,0.7447,0.3278
01091,AL,Marengo County,12480,4,2,2,1,0.6847,0.6829,0.2651,AL,Marengo,0.8113,0.8265,0.8428,0.8988,0.4344
01093,AL,Marion County,17588,4,4,4,1,0.9966,0.9964,0.9964,AL,Marion,0.6833,0.7947,0.7212,0.2778,0.5
01095,AL,Marshall County,48036,4,4,4,1,0.9189,0.9165,0.4216,AL,Marshall,0.6222,0.6489,0.9007,0.5407,0.2416
01097,AL,Mobile County,208183,4,4,3,1,0.9027,0.8962,0.397,AL,Mobile,0.7947,0.8272,0.5325,0.8253,0.6868
01099,AL,Monroe County,13389,4,1,1,1,0.48,0.4065,0,AL,Monroe,0.7241,0.9048,0.3657,0.8517,0.3616
01101,AL,Montgomery County,134067,4,3,3,1,0.86,0.8362,0.2213,AL,Montgomery,0.9032,0.8635,0.8488,0.9526,0.7884
01103,AL,Morgan County,63401,4,3,3,1,0.8278,0.8207,0.2921,AL,Morgan,0.6413,0.5878,0.782,0.6174,0.4433
01105,AL,Perry County,5751,4,1,1,1,0.2784,0.1115,0.1111,AL,Perry,0.9137,0.9803,0.5732,0.9653,0.7314
01107,AL,Pickens County,12691,4,1,1,1,0.442,0.4415,0.4396,AL,Pickens,0.9379,0.8966,0.9354,0.8558,0.8256
01109,AL,Pike County,19610,4,2,2,1,0.5416,0.5005,0.5005,AL,Pike,0.8059,0.7928,0.4007,0.832,0.873
01111,AL,Randolph County,15511,4,1,1,1,0.2958,0.2913,0.14,AL,Randolph,0.5347,0.4672,0.4679,0.6197,0.5974
01113,AL,Russell County,31363,4,3,3,1,0.842,0.825,0.8248,AL,Russell,0.8918,0.8962,0.9214,0.8972,0.5853
01115,AL,St. Clair County,45825,4,3,3,1,0.8536,0.8231,0.1923,AL,St. Clair,0.3224,0.4147,0.198,0.4411,0.3472
01117,AL,Shelby County,99147,4,3,3,1,0.8394,0.827,0.3104,AL,Shelby,0.1155,0.0885,0.2081,0.5882,0.1525
01119,AL,Sumter County,8421,4,1,1,1,0.3434,0.3287,1e-4,AL,Sumter,0.9653,0.964,0.6264,0.9749,0.9729
01121,AL,Talladega County,44356,4,3,3,1,0.7899,0.7893,0.383,AL,Talladega,0.8768,0.8676,0.7492,0.7683,0.8074
01123,AL,Tallapoosa County,26629,4,3,3,1,0.8159,0.8137,0.0997,AL,Tallapoosa,0.8927,0.8183,0.8943,0.6986,0.8838
01125,AL,Tuscaloosa County,119016,4,3,3,1,0.8814,0.8788,0.2081,AL,Tuscaloosa,0.682,0.6595,0.268,0.7826,0.8151
01127,AL,Walker County,36654,4,2,2,1,0.62,0.6066,0.0343,AL,Walker,0.6875,0.7823,0.7778,0.3705,0.4293
01129,AL,Washington County,10869,4,1,1,1,0.1881,0.059,0.0023,AL,Washington,0.4599,0.6308,0.3724,0.733,0.1639
01131,AL,Wilcox County,6856,4,1,1,1,0.3148,0.3108,0.1072,AL,Wilcox,0.9208,0.9013,0.9554,0.9723,0.6092
01133,AL,Winston County,16887,4,1,1,1,0.4492,0.4481,0.423,AL,Winston,0.6852,0.761,0.8924,0.1779,0.4252
02013,AK,Aleutians East Borough,998,4,4,1,1,1,0,0,AK,Aleutians East,0.6442,0.4204,0.1595,0.9898,0.9577
02016,AK,Aleutians West Census Area,1650,4,4,1,1,1,0.0212,0,AK,Aleutians West,0.4959,0.2053,0.0331,0.9796,0.9955
02020,AK,Anchorage Municipality,130828,4,4,4,1,0.9641,0.9338,0.0115,AK,Anchorage,0.5761,0.3947,0.3666,0.8224,0.8008
02050,AK,Bethel Census Area,7301,4,1,1,1,0.4147,0,0,AK,Bethel,0.9542,0.9351,0.7008,0.9949,0.9602
02060,AK,Bristol Bay Borough,1084,4,4,1,1,1,0,0,AK,Bristol Bay,0.2314,0.1483,0.0045,0.8842,0.8832
02063,AK,Chugach Census Area,4074,4,2,1,1,0.7013,0.4944,0.4936,AK,Chugach,0.2352,0.1098,0.0118,0.6432,0.9262
02066,AK,Copper River Census Area,3898,4,4,2,1,1,0.6773,0.6773,AK,Copper River,0.4179,0.3584,0.344,0.8208,0.3756
02068,AK,Denali Borough,2423,4,4,1,1,1,0.0116,0.0116,AK,Denali,0.2155,0.1836,0.0048,0.5363,0.8915
02070,AK,Dillingham Census Area,2989,4,4,1,1,1,0,0,AK,Dillingham,0.9363,0.8727,0.775,0.9882,0.9386
02090,AK,Fairbanks North Star Borough,50503,4,3,2,1,0.8852,0.681,0,AK,Fairbanks North Star,0.5264,0.429,0.2174,0.6986,0.8001
02100,AK,Haines Borough,1705,4,4,1,1,1,0,0,AK,Haines,0.5248,0.4726,0.6015,0.6544,0.4351
02105,AK,Hoonah-Angoon Census Area,2220,4,4,1,1,1,0,0,AK,Hoonah-Angoon,0.5127,0.4787,0.0449,0.8943,0.8412
02110,AK,Juneau City and Borough,16753,4,4,4,1,1,0.9727,0,AK,Juneau City and Borough,0.3526,0.1591,0.0847,0.7543,0.8854
02122,AK,Kenai Peninsula Borough,38350,4,3,1,1,0.8489,0.3382,0,AK,Kenai Peninsula,0.5236,0.5898,0.1808,0.5598,0.6483
02130,AK,Ketchikan Gateway Borough,7760,4,4,4,1,1,0.9695,0.9607,AK,Ketchikan Gateway,0.6518,0.4437,0.3472,0.7575,0.9392
02150,AK,Kodiak Island Borough,7400,4,4,2,1,1,0.7065,0,AK,Kodiak Island,0.7667,0.499,0.4771,0.8857,0.9701
02158,AK,Kusilvak Census Area,2809,4,2,1,1,0.7052,0,0,AK,Kusilvak,0.8988,0.9405,0.7142,0.999,0.7078
02164,AK,Lake and Peninsula Borough,2382,4,4,1,1,1,0,0,AK,Lake and Peninsula,0.852,0.767,0.7775,0.9777,0.7549
02170,AK,Matanuska-Susitna Borough,58252,4,3,2,1,0.7698,0.535,0.1223,AK,Matanuska-Susitna,0.499,0.6152,0.4488,0.5716,0.296
02180,AK,Nome Census Area,5265,4,4,1,0.9998,0.9998,0.3514,0,AK,Nome,0.9367,0.9367,0.6852,0.9889,0.9087
02185,AK,North Slope Borough,3534,4,4,1,0.9997,0.9997,0,0,AK,North Slope,0.8555,0.5853,0.5773,0.9691,0.993
02188,AK,Northwest Arctic Borough,3329,4,4,1,1,1,0.3554,0,AK,Northwest Arctic,0.9153,0.8915,0.4376,0.9933,0.9749
02195,AK,Petersburg Borough,2215,4,4,4,1,1,0.9084,0,AK,Petersburg,0.6556,0.331,0.8046,0.789,0.8078
02198,AK,Prince of Wales-Hyder Census Area,4267,4,4,1,1,1,0,0,AK,Prince of Wales-Hyder,0.8339,0.683,0.5621,0.8978,0.9494
02220,AK,Sitka City and Borough,4935,4,4,4,1,0.9976,0.9427,0,AK,Sitka City and Borough,0.4809,0.3851,0.0598,0.7763,0.8943
02230,AK,Skagway Municipality,978,4,4,1,1,1,0,0,AK,Skagway,0.353,0.4424,0.0372,0.6015,0.5987
02240,AK,Southeast Fairbanks Census Area,5938,4,4,1,1,1,0.0165,0.0022,AK,Southeast Fairbanks,0.6878,0.4758,0.7925,0.648,0.7658
02275,AK,Wrangell City and Borough,1692,4,4,3,1,1,0.8327,0,AK,Wrangell City and Borough,0.4911,0.478,0.2342,0.747,0.5815
02282,AK,Yakutat City and Borough,494,4,4,1,1,1,0,0,AK,Yakutat City and Borough,0.4468,0.3692,0.0162,0.9554,0.894
02290,AK,Yukon-Koyukuk Census Area,5467,4,4,1,1,0.9665,0,0,AK,Yukon-Koyukuk,0.8657,0.8514,0.6088,0.9809,0.81
04001,AZ,Apache County,31710,4,2,1,1,0.6178,3e-4,1e-4,AZ,Apache,0.965,0.8972,0.9459,0.9838,0.9141
04003,AZ,Cochise County,65506,4,2,1,1,0.577,0.2392,0.0799,AZ,Cochise,0.9243,0.6903,0.9545,0.8469,0.9583
04005,AZ,Coconino County,75028,4,2,2,1,0.7269,0.6219,0.4991,AZ,Coconino,0.8259,0.8132,0.1407,0.8549,0.9847
04007,AZ,Gila County,35232,4,2,1,1,0.5339,0.4119,0,AZ,Gila,0.8205,0.7629,0.7686,0.7718,0.7416
04009,AZ,Graham County,15196,4,4,3,1,0.9934,0.8244,0.6431,AZ,Graham,0.8819,0.6868,0.7565,0.8724,0.9679
04011,AZ,Greenlee County,5793,4,4,2,1,1,0.6316,0.4248,AZ,Greenlee,0.3571,0.1206,0.7075,0.8921,0.3679
04012,AZ,La Paz County,15550,4,1,1,1,0.2797,0.0093,0,AZ,La Paz,0.9481,0.9099,0.9803,0.8186,0.7241
04013,AZ,Maricopa County,1948327,4,4,4,1,0.9837,0.9805,0.0448,AZ,Maricopa,0.7397,0.6534,0.6152,0.8469,0.6989
04015,AZ,Mohave County,134183,4,3,3,1,0.8501,0.7616,0.1021,AZ,Mohave,0.8695,0.8071,0.8565,0.5996,0.8571
04017,AZ,Navajo County,62706,4,3,2,1,0.7559,0.578,0,AZ,Navajo,0.9901,0.9252,0.9905,0.9179,0.9497
04019,AZ,Pima County,511350,4,4,4,1,0.9978,0.982,0.9141,AZ,Pima,0.9118,0.7728,0.7817,0.8711,0.9764
04021,AZ,Pinal County,193539,4,4,3,1,0.9226,0.8025,0.0682,AZ,Pinal,0.8377,0.668,0.8616,0.8285,0.8313
04023,AZ,Santa Cruz County,21388,4,4,3,1,0.9804,0.8984,0.8278,AZ,Santa Cruz,0.9449,0.985,0.9589,0.9876,0.4163
04025,AZ,Yavapai County,137515,4,2,2,1,0.711,0.6629,4e-4,AZ,Yavapai,0.6187,0.6143,0.5395,0.5481,0.6031
04027,AZ,Yuma County,105532,4,4,3,1,0.9546,0.8971,0,AZ,Yuma,0.9936,0.9739,0.964,0.9621,0.965
05001,AR,Arkansas County,11615,4,1,1,1,0.361,0.361,0,AR,Arkansas,0.6967,0.4507,0.9093,0.6964,0.6591
05003,AR,Ashley County,12127,4,2,2,1,0.618,0.5952,0.5946,AR,Ashley,0.6706,0.6158,0.8791,0.7066,0.3488
05005,AR,Baxter County,26624,4,4,4,1,0.9777,0.971,0.8351,AR,Baxter,0.3094,0.4596,0.2747,0.1903,0.3049
05007,AR,Benton County,130363,4,3,3,1,0.8688,0.866,0.2278,AR,Benton,0.33,0.1782,0.6143,0.6805,0.3409
05009,AR,Boone County,21078,4,2,2,1,0.6393,0.6277,0.2968,AR,Boone,0.2909,0.3606,0.5089,0.1655,0.239
05011,AR,Bradley County,6910,4,3,1,1,0.7726,0.2347,0.2347,AR,Bradley,0.9074,0.8262,0.9815,0.837,0.6486
05013,AR,Calhoun County,3549,4,3,3,1,0.8749,0.8746,0.8746,AR,Calhoun,0.5474,0.5344,0.7164,0.6544,0.3074
05015,AR,Carroll County,17526,4,2,2,1,0.5334,0.505,0.1616,AR,Carroll,0.6413,0.5847,0.6279,0.5732,0.6238
05017,AR,Chicot County,6890,4,2,1,1,0.7171,0.1692,0.1692,AR,Chicot,0.9968,0.9609,0.9844,0.9316,0.9885
05019,AR,Clark County,12665,4,3,3,1,0.8755,0.8753,0.5457,AR,Clark,0.8603,0.6229,0.6992,0.7027,0.9936
05021,AR,Clay County,10212,4,3,3,1,0.8299,0.7929,0.4088,AR,Clay,0.4624,0.6595,0.7648,0.0977,0.1585
05023,AR,Cleburne County,19499,4,1,1,1,0.4235,0.3894,0.0703,AR,Cleburne,0.2686,0.4398,0.3463,0.1569,0.1856
05025,AR,Cleveland County,5198,4,1,1,1,0.0044,0.0023,0.0023,AR,Cleveland,0.2616,0.2307,0.6423,0.4701,0.1556
05027,AR,Columbia County,13183,4,2,2,1,0.5801,0.5672,0.1506,AR,Columbia,0.8609,0.7813,0.6757,0.8004,0.915
05029,AR,Conway County,12160,4,2,2,1,0.6126,0.5808,0.2172,AR,Conway,0.7486,0.6321,0.9443,0.5274,0.5633
05031,AR,Craighead County,53294,4,4,4,1,0.9394,0.9345,0.4185,AR,Craighead,0.788,0.6362,0.8631,0.6251,0.7775
05033,AR,Crawford County,29670,4,4,4,1,0.9734,0.9728,0.5945,AR,Crawford,0.6369,0.6139,0.8771,0.4854,0.3654
05035,AR,Crittenden County,24596,4,3,3,1,0.8926,0.873,0.076,AR,Crittenden,0.9252,0.9287,0.7954,0.9192,0.8211
05037,AR,Cross County,9797,4,2,1,1,0.7197,0.1121,0.0015,AR,Cross,0.8479,0.8068,0.9421,0.6528,0.6184
05039,AR,Dallas County,4851,4,2,1,1,0.5663,0.4411,0.4389,AR,Dallas,0.7355,0.5404,0.6022,0.859,0.8495
05041,AR,Desha County,7347,4,3,1,1,0.8207,0.3434,0,AR,Desha,0.9271,0.8431,0.9933,0.901,0.5557
05043,AR,Drew County,10431,4,2,1,1,0.6532,0,0,AR,Drew,0.6324,0.3374,0.2333,0.7237,0.9933
05045,AR,Faulkner County,59796,4,3,2,1,0.7941,0.7408,0.701,AR,Faulkner,0.5185,0.4752,0.2419,0.5541,0.7588
05047,AR,Franklin County,10267,4,2,2,1,0.5867,0.5863,0.5863,AR,Franklin,0.5665,0.6779,0.4567,0.2778,0.5544
05049,AR,Fulton County,8236,4,4,4,1,0.9791,0.9114,0.9114,AR,Fulton,0.6381,0.7775,0.6244,0.1181,0.5598
05051,AR,Garland County,60321,4,3,3,1,0.869,0.8664,0.1123,AR,Garland,0.8902,0.7371,0.957,0.5261,0.9287
05053,AR,Grant County,9793,4,2,2,1,0.6982,0.6367,0.6295,AR,Grant,0.1687,0.1521,0.1957,0.2276,0.3721
05055,AR,Greene County,22742,4,4,4,1,0.9981,0.9981,0.9981,AR,Greene,0.6493,0.6935,0.8062,0.2658,0.4774
05057,AR,Hempstead County,12310,4,2,1,1,0.7146,0.4019,0.4019,AR,Hempstead,0.9102,0.6808,0.9949,0.8501,0.7763
05059,AR,Hot Spring County,16757,4,2,2,1,0.6989,0.6886,0.3019,AR,Hot Spring,0.641,0.4892,0.5904,0.5137,0.8265
05061,AR,Howard County,8115,4,2,1,1,0.6763,0.3945,0.3945,AR,Howard,0.8851,0.8399,0.993,0.7514,0.4083
05063,AR,Independence County,20381,4,2,2,1,0.5342,0.5266,0.1656,AR,Independence,0.6824,0.5143,0.8116,0.3819,0.809
05065,AR,Izard County,9803,4,3,3,1,0.8439,0.8439,0.7548,AR,Izard,0.5563,0.7489,0.2626,0.3421,0.5302
05067,AR,Jackson County,9252,4,2,2,1,0.6516,0.6351,0.0385,AR,Jackson,0.6862,0.8835,0.4612,0.6034,0.3568
05069,AR,Jefferson County,37502,4,2,1,1,0.6536,0.0127,0.0127,AR,Jefferson,0.944,0.7966,0.8577,0.9338,0.9828
05071,AR,Johnson County,13944,4,3,3,1,0.8815,0.8815,0.8474,AR,Johnson,0.8437,0.7263,0.9548,0.5656,0.7521
05073,AR,Lafayette County,5379,4,1,1,1,0.3975,0.2625,0.2623,AR,Lafayette,0.8577,0.8297,0.8921,0.8065,0.6292
05075,AR,Lawrence County,9786,4,4,3,1,0.9202,0.8958,0.6056,AR,Lawrence,0.5802,0.6184,0.5821,0.1655,0.654
05077,AR,Lee County,5473,4,2,1,1,0.5195,0,0,AR,Lee,0.9739,0.9698,0.8663,0.9208,0.9204
05079,AR,Lincoln County,5793,4,1,1,1,0.4804,0.4801,0.4801,AR,Lincoln,0.3966,0.3806,0.0866,0.7495,0.6041
05081,AR,Little River County,8050,4,2,2,1,0.526,0.526,0.1665,AR,Little River,0.4048,0.3625,0.4118,0.6489,0.3743
05083,AR,Logan County,13492,4,1,1,1,0.265,0.265,0.1969,AR,Logan,0.5083,0.5134,0.6881,0.3616,0.4096
05085,AR,Lonoke County,34495,4,2,2,1,0.6137,0.5597,0.3336,AR,Lonoke,0.3046,0.3237,0.6432,0.4443,0.1518
05087,AR,Madison County,10505,4,3,3,1,0.7986,0.7986,0.7986,AR,Madison,0.5146,0.6999,0.4857,0.3705,0.2938
05089,AR,Marion County,10969,4,1,1,1,0.4645,0.4481,0.4329,AR,Marion,0.444,0.6394,0.3558,0.1655,0.3396
05091,AR,Miller County,22712,4,4,4,1,0.9803,0.9755,0.6626,AR,Miller,0.8972,0.8189,0.6763,0.7066,0.9796
05093,AR,Mississippi County,24546,4,3,3,1,0.8781,0.8781,0.3236,AR,Mississippi,0.9227,0.873,0.9405,0.8151,0.7973
05095,AR,Monroe County,5222,4,1,1,1,0.0031,0,0,AR,Monroe,0.8962,0.859,0.8024,0.8536,0.8584
05097,AR,Montgomery County,7090,4,1,1,1,0.3425,0.1901,0.1835,AR,Montgomery,0.5745,0.7801,0.7804,0.289,0.1827
05099,AR,Nevada County,5679,4,2,1,1,0.641,0.2393,0.2393,AR,Nevada,0.7441,0.5729,0.8224,0.767,0.6906
05101,AR,Newton County,6654,4,1,1,1,0.0313,0.031,0.0272,AR,Newton,0.2078,0.4281,0.4621,0.2046,0.0449
05103,AR,Ouachita County,14033,4,3,1,1,0.7677,0.4288,0.4288,AR,Ouachita,0.8654,0.7387,0.8931,0.8444,0.7979
05105,AR,Perry County,6190,4,3,3,1,0.8997,0.8872,0.8872,AR,Perry,0.3857,0.323,0.3071,0.2702,0.6766
05107,AR,Phillips County,10891,4,2,2,1,0.6748,0.6362,1e-4,AR,Phillips,0.9017,0.9383,0.9411,0.9478,0.465
05109,AR,Pike County,7118,4,4,4,1,0.9623,0.9622,0.9622,AR,Pike,0.5551,0.4908,0.7616,0.4243,0.4768
05111,AR,Poinsett County,9068,4,3,3,1,0.8393,0.8393,0.2661,AR,Poinsett,0.739,0.7922,0.7871,0.4367,0.5341
05113,AR,Polk County,12162,4,2,1,1,0.5185,0.4033,4e-4,AR,Polk,0.8501,0.8816,0.9688,0.4007,0.5108
05115,AR,Pope County,31966,4,2,2,1,0.7028,0.697,0.0655,AR,Pope,0.7607,0.733,0.8383,0.4854,0.6311
05117,AR,Prairie County,5641,4,2,1,1,0.6387,0.0931,0.0931,AR,Prairie,0.4672,0.4192,0.6601,0.4682,0.3899
05119,AR,Pulaski County,227782,4,4,3,1,0.9447,0.8982,0.4613,AR,Pulaski,0.7635,0.5742,0.8183,0.8666,0.7043
05121,AR,Randolph County,11189,4,3,3,1,0.8622,0.8591,0.6071,AR,Randolph,0.6531,0.5716,0.9733,0.2336,0.4042
05123,AR,St. Francis County,12631,4,2,1,1,0.5805,0.0409,0.0409,AR,St. Francis,0.9835,0.9293,0.9306,0.9262,0.9866
05125,AR,Saline County,58976,4,4,2,1,0.9236,0.6041,0.3138,AR,Saline,0.2947,0.1238,0.7454,0.4914,0.337
05127,AR,Scott County,6928,4,1,1,1,0.2428,0.059,0.0245,AR,Scott,0.8533,0.7002,0.9876,0.4777,0.6849
05129,AR,Searcy County,6172,4,1,1,1,0.1941,0.1363,0.1363,AR,Searcy,0.3262,0.5092,0.3132,0.2966,0.2222
05131,AR,Sebastian County,64705,4,4,4,1,0.979,0.9785,0.5557,AR,Sebastian,0.8511,0.7432,0.9612,0.6938,0.656
05133,AR,Sevier County,8396,4,2,2,1,0.7421,0.702,0.5064,AR,Sevier,0.782,0.8078,0.781,0.8195,0.4472
05135,AR,Sharp County,12514,4,3,1,1,0.838,0.4852,0.4852,AR,Sharp,0.5831,0.6916,0.7486,0.2508,0.3475
05137,AR,Stone County,8622,4,1,1,1,0.1284,0.1272,0.1272,AR,Stone,0.6951,0.8409,0.7336,0.212,0.4605
05139,AR,Union County,23794,4,2,2,1,0.591,0.5698,0.0103,AR,Union,0.7011,0.5379,0.8908,0.7877,0.5019
05141,AR,Van Buren County,12243,4,2,1,1,0.5935,0.4727,0.4727,AR,Van Buren,0.7588,0.8447,0.6439,0.2148,0.7565
05143,AR,Washington County,116554,4,4,4,1,0.9986,0.9986,0.7498,AR,Washington,0.7852,0.7282,0.5306,0.69,0.8791
05145,AR,White County,39638,4,1,1,1,0.4141,0.2806,0.2697,AR,White,0.81,0.7053,0.795,0.3845,0.9176
05147,AR,Woodruff County,4796,4,1,1,1,0.3178,0.2832,0.2832,AR,Woodruff,0.7444,0.6493,0.8138,0.6862,0.6305
05149,AR,Yell County,12165,4,2,2,1,0.6557,0.6557,0.5107,AR,Yell,0.7346,0.5366,0.8902,0.6251,0.7088
06001,CA,Alameda County,674221,4,4,4,1,0.9954,0.9897,0.6228,CA,Alameda,0.515,0.3001,0.1184,0.9621,0.9109
06003,CA,Alpine County,1780,4,1,1,1,0.2365,0.0039,0,CA,Alpine,0.5041,0.253,0.6337,0.8686,0.6082
06005,CA,Amador County,22234,4,2,1,1,0.5267,0.2639,0.0125,CA,Amador,0.5942,0.3749,0.4309,0.5977,0.9115
06007,CA,Butte County,101323,4,4,3,1,0.9285,0.8376,0.1556,CA,Butte,0.8294,0.7492,0.5544,0.6655,0.9504
06009,CA,Calaveras County,31954,4,3,2,1,0.7788,0.6113,0.0508,CA,Calaveras,0.324,0.4914,0.5516,0.5439,0.0672
06011,CA,Colusa County,10440,4,4,1,1,0.9192,0.3827,0.0808,CA,Colusa,0.7642,0.7352,0.9125,0.9459,0.2915
06013,CA,Contra Costa County,454185,4,4,4,1,0.989,0.9868,0.419,CA,Contra Costa,0.4736,0.3237,0.4605,0.9115,0.4917
06015,CA,Del Norte County,12692,4,3,3,1,0.845,0.8434,7e-4,CA,Del Norte,0.9462,0.8144,0.7788,0.7801,0.9968
06017,CA,El Dorado County,104177,4,3,2,0.9996,0.8278,0.7004,0.0515,CA,El Dorado,0.2266,0.2046,0.2155,0.5907,0.2743
