county_fips,state_name,county_name,housing_units,tier1,tier2,tier3,coverage_25_3,coverage_100_20,coverage_250_25,coverage_1000_100
01001,AL,Autauga County,27544,4,4,4,1,0.9364,0.9348,0.4441
01003,AL,Baldwin County,137072,4,2,2,1,0.7437,0.7304,0.2779
01005,AL,Barbour County,15445,4,2,2,1,0.5921,0.5505,0.0268
01007,AL,Bibb County,11168,4,1,1,1,0.3935,0.251,0.2494
01009,AL,Blount County,31265,4,1,1,1,0.3391,0.3112,0.1635
01011,AL,Bullock County,6136,4,3,1,1,0.781,0.0046,0.0046
01013,AL,Butler County,12828,4,2,2,1,0.5885,0.5881,0
01015,AL,Calhoun County,63191,4,4,4,1,0.9169,0.9155,0.2742
01017,AL,Chambers County,19432,4,3,3,1,0.771,0.7678,0.0406
01019,AL,Cherokee County,19466,4,1,1,1,0.2917,0.146,0.007
01021,AL,Chilton County,25370,4,1,1,1,0.4692,0.4499,0.4002
01023,AL,Choctaw County,10146,4,1,1,1,0.2145,0.0304,0.0304
01025,AL,Clarke County,15233,4,1,1,1,0.3737,0.3697,0.044
01027,AL,Clay County,8769,4,1,1,1,0.3,0.2968,0.0269
01029,AL,Cleburne County,8735,4,1,1,1,0.1401,0,0
01031,AL,Coffee County,34951,4,3,3,1,0.7678,0.7673,0.2902
01033,AL,Colbert County,32895,4,3,3,1,0.7666,0.7657,0.1704
01035,AL,Conecuh County,8632,4,1,1,1,0.2889,0.2707,0.0034
01037,AL,Coosa County,8039,4,2,2,1,0.6955,0.6845,0.3119
01039,AL,Covington County,22960,4,3,3,1,0.8872,0.8869,0.4308
01041,AL,Crenshaw County,8792,4,2,1,1,0.5122,0.2545,0.2257
01043,AL,Cullman County,48860,4,2,2,1,0.7248,0.7184,0.3993
01045,AL,Dale County,25768,4,2,2,1,0.6292,0.627,0.3006
01047,AL,Dallas County,23141,4,2,2,1,0.6843,0.6798,0.0597
01049,AL,DeKalb County,36355,4,3,3,1,0.8436,0.8432,0.6874
01051,AL,Elmore County,43427,4,3,3,1,0.8527,0.8347,0.3011
01053,AL,Escambia County,20884,4,2,2,1,0.556,0.5246,0.0022
01055,AL,Etowah County,56916,4,3,3,1,0.8803,0.8783,0.2597
01057,AL,Fayette County,10339,4,1,1,1,0.4855,0.4808,0.3947
01059,AL,Franklin County,17560,4,2,1,1,0.5219,0.43,0.0316
01061,AL,Geneva County,15621,4,2,2,1,0.5743,0.566,0.1486
01063,AL,Greene County,5979,4,1,1,1,0.3514,0.2425,0.2425
01065,AL,Hale County,9821,4,1,1,1,0.4475,0.4475,0.0553
01067,AL,Henry County,11607,4,1,1,1,0.4325,0.4295,0
01069,AL,Houston County,57885,4,3,3,1,0.8517,0.85,0.0627
01071,AL,Jackson County,29860,4,4,4,1,0.9082,0.907,0.8944
01073,AL,Jefferson County,341459,4,4,4,1,0.9237,0.9156,0.3696
01075,AL,Lamar County,9472,4,4,4,1,0.9658,0.9658,0.9658
01077,AL,Lauderdale County,50821,4,3,3,1,0.8144,0.8097,0.2694
01079,AL,Lawrence County,19712,4,4,4,1,0.912,0.9116,0.8934
01081,AL,Lee County,87638,4,4,4,1,0.9407,0.9337,0.4758
01083,AL,Limestone County,48816,4,3,3,1,0.8399,0.8345,0.3041
01085,AL,Lowndes County,7043,4,1,1,1,0.2503,0.2445,0.0549
01087,AL,Macon County,11749,4,2,2,1,0.6202,0.6098,0.0663
01089,AL,Madison County,190125,4,4,4,1,0.9795,0.9786,0.7113
01091,AL,Marengo County,12480,4,2,2,1,0.6847,0.6829,0.2651
01093,AL,Marion County,17588,4,4,4,1,0.9966,0.9964,0.9964
01095,AL,Marshall County,48036,4,4,4,1,0.9189,0.9165,0.4216
01097,AL,Mobile County,208183,4,4,3,1,0.9027,0.8962,0.397
01099,AL,Monroe County,13389,4,1,1,1,0.48,0.4065,0
01101,AL,Montgomery County,134067,4,3,3,1,0.86,0.8362,0.2213
01103,AL,Morgan County,63401,4,3,3,1,0.8278,0.8207,0.2921
01105,AL,Perry County,5751,4,1,1,1,0.2784,0.1115,0.1111
01107,AL,Pickens County,12691,4,1,1,1,0.442,0.4415,0.4396
01109,AL,Pike County,19610,4,2,2,1,0.5416,0.5005,0.5005
01111,AL,Randolph County,15511,4,1,1,1,0.2958,0.2913,0.14
01113,AL,Russell County,31363,4,3,3,1,0.842,0.825,0.8248
01115,AL,St. Clair County,45825,4,3,3,1,0.8536,0.8231,0.1923
01117,AL,Shelby County,99147,4,3,3,1,0.8394,0.827,0.3104
01119,AL,Sumter County,8421,4,1,1,1,0.3434,0.3287,1e-4
01121,AL,Talladega County,44356,4,3,3,1,0.7899,0.7893,0.383
01123,AL,Tallapoosa County,26629,4,3,3,1,0.8159,0.8137,0.0997
01125,AL,Tuscaloosa County,119016,4,3,3,1,0.8814,0.8788,0.2081
01127,AL,Walker County,36654,4,2,2,1,0.62,0.6066,0.0343
01129,AL,Washington County,10869,4,1,1,1,0.1881,0.059,0.0023
01131,AL,Wilcox County,6856,4,1,1,1,0.3148,0.3108,0.1072
01133,AL,Winston County,16887,4,1,1,1,0.4492,0.4481,0.423
02013,AK,Aleutians East Borough,998,4,4,1,1,1,0,0
02016,AK,Aleutians West Census Area,1650,4,4,1,1,1,0.0212,0
02020,AK,Anchorage Municipality,130828,4,4,4,1,0.9641,0.9338,0.0115
02050,AK,Bethel Census Area,7301,4,1,1,1,0.4147,0,0
02060,AK,Bristol Bay Borough,1084,4,4,1,1,1,0,0
02063,AK,Chugach Census Area,4074,4,2,1,1,0.7013,0.4944,0.4936
02066,AK,Copper River Census Area,3898,4,4,2,1,1,0.6773,0.6773
02068,AK,Denali Borough,2423,4,4,1,1,1,0.0116,0.0116
02070,AK,Dillingham Census Area,2989,4,4,1,1,1,0,0
02090,AK,Fairbanks North Star Borough,50503,4,3,2,1,0.8852,0.681,0
02100,AK,Haines Borough,1705,4,4,1,1,1,0,0
02105,AK,Hoonah-Angoon Census Area,2220,4,4,1,1,1,0,0
02110,AK,Juneau City and Borough,16753,4,4,4,1,1,0.9727,0
02122,AK,Kenai Peninsula Borough,38350,4,3,1,1,0.8489,0.3382,0
02130,AK,Ketchikan Gateway Borough,7760,4,4,4,1,1,0.9695,0.9607
02150,AK,Kodiak Island Borough,7400,4,4,2,1,1,0.7065,0
02158,AK,Kusilvak Census Area,2809,4,2,1,1,0.7052,0,0
02164,AK,Lake and Peninsula Borough,2382,4,4,1,1,1,0,0
02170,AK,Matanuska-Susitna Borough,58252,4,3,2,1,0.7698,0.535,0.1223
02180,AK,Nome Census Area,5265,4,4,1,0.9998,0.9998,0.3514,0
02185,AK,North Slope Borough,3534,4,4,1,0.9997,0.9997,0,0
02188,AK,Northwest Arctic Borough,3329,4,4,1,1,1,0.3554,0
02195,AK,Petersburg Borough,2215,4,4,4,1,1,0.9084,0
02198,AK,Prince of Wales-Hyder Census Area,4267,4,4,1,1,1,0,0
02220,AK,Sitka City and Borough,4935,4,4,4,1,0.9976,0.9427,0
02230,AK,Skagway Municipality,978,4,4,1,1,1,0,0
02240,AK,Southeast Fairbanks Census Area,5938,4,4,1,1,1,0.0165,0.0022
02275,AK,Wrangell City and Borough,1692,4,4,3,1,1,0.8327,0
02282,AK,Yakutat City and Borough,494,4,4,1,1,1,0,0
02290,AK,Yukon-Koyukuk Census Area,5467,4,4,1,1,0.9665,0,0
04001,AZ,Apache County,31710,4,2,1,1,0.6178,3e-4,1e-4
04003,AZ,Cochise County,65506,4,2,1,1,0.577,0.2392,0.0799
04005,AZ,Coconino County,75028,4,2,2,1,0.7269,0.6219,0.4991
04007,AZ,Gila County,35232,4,2,1,1,0.5339,0.4119,0
04009,AZ,Graham County,15196,4,4,3,1,0.9934,0.8244,0.6431
04011,AZ,Greenlee County,5793,4,4,2,1,1,0.6316,0.4248
04012,AZ,La Paz County,15550,4,1,1,1,0.2797,0.0093,0
04013,AZ,Maricopa County,1948327,4,4,4,1,0.9837,0.9805,0.0448
04015,AZ,Mohave County,134183,4,3,3,1,0.8501,0.7616,0.1021
04017,AZ,Navajo County,62706,4,3,2,1,0.7559,0.578,0
04019,AZ,Pima County,511350,4,4,4,1,0.9978,0.982,0.9141
04021,AZ,Pinal County,193539,4,4,3,1,0.9226,0.8025,0.0682
04023,AZ,Santa Cruz County,21388,4,4,3,1,0.9804,0.8984,0.8278
04025,AZ,Yavapai County,137515,4,2,2,1,0.711,0.6629,4e-4
04027,AZ,Yuma County,105532,4,4,3,1,0.9546,0.8971,0
05001,AR,Arkansas County,11615,4,1,1,1,0.361,0.361,0
05003,AR,Ashley County,12127,4,2,2,1,0.618,0.5952,0.5946
05005,AR,Baxter County,26624,4,4,4,1,0.9777,0.971,0.8351
05007,AR,Benton County,130363,4,3,3,1,0.8688,0.866,0.2278
05009,AR,Boone County,21078,4,2,2,1,0.6393,0.6277,0.2968
05011,AR,Bradley County,6910,4,3,1,1,0.7726,0.2347,0.2347
05013,AR,Calhoun County,3549,4,3,3,1,0.8749,0.8746,0.8746
05015,AR,Carroll County,17526,4,2,2,1,0.5334,0.505,0.1616
05017,AR,Chicot County,6890,4,2,1,1,0.7171,0.1692,0.1692
05019,AR,Clark County,12665,4,3,3,1,0.8755,0.8753,0.5457
05021,AR,Clay County,10212,4,3,3,1,0.8299,0.7929,0.4088
05023,AR,Cleburne County,19499,4,1,1,1,0.4235,0.3894,0.0703
05025,AR,Cleveland County,5198,4,1,1,1,0.0044,0.0023,0.0023
05027,AR,Columbia County,13183,4,2,2,1,0.5801,0.5672,0.1506
05029,AR,Conway County,12160,4,2,2,1,0.6126,0.5808,0.2172
05031,AR,Craighead County,53294,4,4,4,1,0.9394,0.9345,0.4185
05033,AR,Crawford County,29670,4,4,4,1,0.9734,0.9728,0.5945
05035,AR,Crittenden County,24596,4,3,3,1,0.8926,0.873,0.076
05037,AR,Cross County,9797,4,2,1,1,0.7197,0.1121,0.0015
05039,AR,Dallas County,4851,4,2,1,1,0.5663,0.4411,0.4389
05041,AR,Desha County,7347,4,3,1,1,0.8207,0.3434,0
05043,AR,Drew County,10431,4,2,1,1,0.6532,0,0
05045,AR,Faulkner County,59796,4,3,2,1,0.7941,0.7408,0.701
05047,AR,Franklin County,10267,4,2,2,1,0.5867,0.5863,0.5863
05049,AR,Fulton County,8236,4,4,4,1,0.9791,0.9114,0.9114
05051,AR,Garland County,60321,4,3,3,1,0.869,0.8664,0.1123
05053,AR,Grant County,9793,4,2,2,1,0.6982,0.6367,0.6295
05055,AR,Greene County,22742,4,4,4,1,0.9981,0.9981,0.9981
05057,AR,Hempstead County,12310,4,2,1,1,0.7146,0.4019,0.4019
05059,AR,Hot Spring County,16757,4,2,2,1,0.6989,0.6886,0.3019
05061,AR,Howard County,8115,4,2,1,1,0.6763,0.3945,0.3945
05063,AR,Independence County,20381,4,2,2,1,0.5342,0.5266,0.1656
05065,AR,Izard County,9803,4,3,3,1,0.8439,0.8439,0.7548
05067,AR,Jackson County,9252,4,2,2,1,0.6516,0.6351,0.0385
05069,AR,Jefferson County,37502,4,2,1,1,0.6536,0.0127,0.0127
05071,AR,Johnson County,13944,4,3,3,1,0.8815,0.8815,0.8474
05073,AR,Lafayette County,5379,4,1,1,1,0.3975,0.2625,0.2623
05075,AR,Lawrence County,9786,4,4,3,1,0.9202,0.8958,0.6056
05077,AR,Lee County,5473,4,2,1,1,0.5195,0,0
05079,AR,Lincoln County,5793,4,1,1,1,0.4804,0.4801,0.4801
05081,AR,Little River County,8050,4,2,2,1,0.526,0.526,0.1665
05083,AR,Logan County,13492,4,1,1,1,0.265,0.265,0.1969
05085,AR,Lonoke County,34495,4,2,2,1,0.6137,0.5597,0.3336
05087,AR,Madison County,10505,4,3,3,1,0.7986,0.7986,0.7986
05089,AR,Marion County,10969,4,1,1,1,0.4645,0.4481,0.4329
05091,AR,Miller County,22712,4,4,4,1,0.9803,0.9755,0.6626
05093,AR,Mississippi County,24546,4,3,3,1,0.8781,0.8781,0.3236
05095,AR,Monroe County,5222,4,1,1,1,0.0031,0,0
05097,AR,Montgomery County,7090,4,1,1,1,0.3425,0.1901,0.1835
05099,AR,Nevada County,5679,4,2,1,1,0.641,0.2393,0.2393
05101,AR,Newton County,6654,4,1,1,1,0.0313,0.031,0.0272
05103,AR,Ouachita County,14033,4,3,1,1,0.7677,0.4288,0.4288
05105,AR,Perry County,6190,4,3,3,1,0.8997,0.8872,0.8872
05107,AR,Phillips County,10891,4,2,2,1,0.6748,0.6362,1e-4
05109,AR,Pike County,7118,4,4,4,1,0.9623,0.9622,0.9622
05111,AR,Poinsett County,9068,4,3,3,1,0.8393,0.8393,0.2661
05113,AR,Polk County,12162,4,2,1,1,0.5185,0.4033,4e-4
05115,AR,Pope County,31966,4,2,2,1,0.7028,0.697,0.0655
05117,AR,Prairie County,5641,4,2,1,1,0.6387,0.0931,0.0931
05119,AR,Pulaski County,227782,4,4,3,1,0.9447,0.8982,0.4613
05121,AR,Randolph County,11189,4,3,3,1,0.8622,0.8591,0.6071
05123,AR,St. Francis County,12631,4,2,1,1,0.5805,0.0409,0.0409
05125,AR,Saline County,58976,4,4,2,1,0.9236,0.6041,0.3138
05127,AR,Scott County,6928,4,1,1,1,0.2428,0.059,0.0245
05129,AR,Searcy County,6172,4,1,1,1,0.1941,0.1363,0.1363
05131,AR,Sebastian County,64705,4,4,4,1,0.979,0.9785,0.5557
05133,AR,Sevier County,8396,4,2,2,1,0.7421,0.702,0.5064
05135,AR,Sharp County,12514,4,3,1,1,0.838,0.4852,0.4852
05137,AR,Stone County,8622,4,1,1,1,0.1284,0.1272,0.1272
05139,AR,Union County,23794,4,2,2,1,0.591,0.5698,0.0103
05141,AR,Van Buren County,12243,4,2,1,1,0.5935,0.4727,0.4727
05143,AR,Washington County,116554,4,4,4,1,0.9986,0.9986,0.7498
05145,AR,White County,39638,4,1,1,1,0.4141,0.2806,0.2697
05147,AR,Woodruff County,4796,4,1,1,1,0.3178,0.2832,0.2832
05149,AR,Yell County,12165,4,2,2,1,0.6557,0.6557,0.5107
06001,CA,Alameda County,674221,4,4,4,1,0.9954,0.9897,0.6228
06003,CA,Alpine County,1780,4,1,1,1,0.2365,0.0039,0
06005,CA,Amador County,22234,4,2,1,1,0.5267,0.2639,0.0125
06007,CA,Butte County,101323,4,4,3,1,0.9285,0.8376,0.1556
06009,CA,Calaveras County,31954,4,3,2,1,0.7788,0.6113,0.0508
06011,CA,Colusa County,10440,4,4,1,1,0.9192,0.3827,0.0808
06013,CA,Contra Costa County,454185,4,4,4,1,0.989,0.9868,0.419
06015,CA,Del Norte County,12692,4,3,3,1,0.845,0.8434,7e-4
06017,CA,El Dorado County,104177,4,3,2,0.9996,0.8278,0.7004,0.0515
06019,CA,Fresno County,374671,4,4,3,1,0.9297,0.8484,0.2419
06021,CA,Glenn County,13501,4,4,2,1,0.9504,0.5875,0.0633
06023,CA,Humboldt County,71567,4,4,2,1,0.9413,0.6769,2e-4
06025,CA,Imperial County,65163,4,3,3,1,0.8366,0.8298,0.0106
06027,CA,Inyo County,12336,4,1,1,1,0.1958,0.1458,0.1082
06029,CA,Kern County,334595,4,4,3,1,0.9138,0.8976,0.2218
06031,CA,Kings County,50188,4,4,3,1,0.9294,0.8869,0.1441
06033,CA,Lake County,38320,4,3,3,1,0.8547,0.8289,0
06035,CA,Lassen County,13925,4,2,2,1,0.6823,0.596,1e-4
06037,CA,Los Angeles County,3868643,4,4,4,1,0.9505,0.9395,0.351
06039,CA,Madera County,58107,4,3,2,1,0.7572,0.7102,0.1094
06041,CA,Marin County,126826,4,4,4,1,0.9699,0.9445,0.2992
06043,CA,Mariposa County,11011,4,1,1,1,0.0199,0.0054,3e-4
06045,CA,Mendocino County,50990,4,3,2,1,0.7899,0.6199,0.1404
06047,CA,Merced County,101435,4,4,3,1,0.9651,0.8074,0.1777
06049,CA,Modoc County,6066,4,1,1,1,0.3699,0.1906,0.1543
06051,CA,Mono County,15546,4,2,2,1,0.738,0.7154,0.0645
06053,CA,Monterey County,161141,4,4,3,1,0.9822,0.885,0.1968
06055,CA,Napa County,61658,4,4,3,1,0.9432,0.8727,0.2735
06057,CA,Nevada County,59859,4,3,2,1,0.7882,0.6307,0.0655
06059,CA,Orange County,1244944,4,4,4,1,0.9622,0.9536,0.2764
06061,CA,Placer County,191226,4,4,3,1,0.9043,0.8323,0.306
06063,CA,Plumas County,17332,4,1,1,1,0.4997,0.2849,3e-4
06065,CA,Riverside County,934100,4,4,4,1,0.9325,0.9205,0.4711
06067,CA,Sacramento County,629197,4,4,4,1,0.9823,0.965,0.4899
06069,CA,San Benito County,22900,4,4,3,1,0.9769,0.7682,0.0729
06071,CA,San Bernardino County,809735,4,3,3,1,0.894,0.8876,0.401
06073,CA,San Diego County,1322642,4,4,4,1,0.9783,0.9753,0.2106
06075,CA,San Francisco County,438472,4,4,4,1,0.9933,0.9867,0.4552
06077,CA,San Joaquin County,270915,4,4,4,1,0.9774,0.9233,0.2867
06079,CA,San Luis Obispo County,138051,4,4,3,1,0.9525,0.853,0.1936
06081,CA,San Mateo County,303106,4,4,4,1,0.9887,0.97,0.6138
06083,CA,Santa Barbara County,176567,4,4,4,1,0.9518,0.9489,0.2556
06085,CA,Santa Clara County,733418,4,4,4,1,0.9974,0.9671,0.4089
06087,CA,Santa Cruz County,116867,4,4,4,1,0.9812,0.9308,0.246
06089,CA,Shasta County,90212,4,2,2,1,0.7145,0.662,0.0233
06091,CA,Sierra County,2581,4,1,1,1,0.229,0.0085,4e-4
06093,CA,Siskiyou County,28186,4,2,2,1,0.7048,0.5183,0.1654
06095,CA,Solano County,177917,4,4,4,1,0.9821,0.9536,0.2425
06097,CA,Sonoma County,227290,4,4,4,1,0.9322,0.9278,0.2102
06099,CA,Stanislaus County,199291,4,4,4,1,0.987,0.9025,0.207
06101,CA,Sutter County,39558,4,4,3,1,0.994,0.8667,0.2074
06103,CA,Tehama County,30761,4,3,1,1,0.7914,0.4559,0
06105,CA,Trinity County,9528,4,1,1,1,0.1054,0,0
06107,CA,Tulare County,168333,4,3,3,1,0.8686,0.8044,0.1924
06109,CA,Tuolumne County,34738,4,2,2,1,0.6731,0.5767,0.0051
06111,CA,Ventura County,317008,4,4,4,1,0.9315,0.9253,0.3497
06113,CA,Yolo County,87796,4,4,3,1,0.9584,0.8832,0.2228
06115,CA,Yuba County,31452,4,4,3,1,0.9193,0.7521,0.2304
08001,CO,Adams County,204634,4,4,4,1,0.9775,0.9712,0.0866
08003,CO,Alamosa County,9353,4,4,2,1,0.9864,0.7082,0.3355
08005,CO,Arapahoe County,284090,4,4,4,1,0.9913,0.9877,0.1881
08007,CO,Archuleta County,11016,4,3,1,1,0.788,0.4266,0.012
08009,CO,Baca County,3533,4,4,1,1,1,0.2021,0.2021
08011,CO,Bent County,2740,4,4,1,1,1,0.4493,0.4493
08013,CO,Boulder County,152607,4,4,4,1,0.9503,0.9414,0.2893
08014,CO,Broomfield County,34154,4,4,4,1,0.9918,0.9893,0
08015,CO,Chaffee County,13373,4,2,2,1,0.5956,0.5849,0
08017,CO,Cheyenne County,1448,4,4,1,1,1,0.1837,0.1837
08019,CO,Clear Creek County,6361,4,1,1,1,0.4916,0.4567,0.0467
08021,CO,Conejos County,5097,4,4,1,1,0.9743,0.475,0.475
08023,CO,Costilla County,3446,4,4,2,1,1,0.5485,0.5485
08025,CO,Crowley County,2158,4,4,1,1,0.9866,0.0769,0.0769
08027,CO,Custer County,4825,4,1,1,1,0.0137,0.0035,0
08029,CO,Delta County,18009,4,4,3,1,0.9223,0.7679,0.7127
08031,CO,Denver County,367992,4,4,4,1,0.9991,0.9988,0.4835
08033,CO,Dolores County,2080,4,1,1,1,0.1091,0.0457,0.0457
08035,CO,Douglas County,146201,4,4,4,1,0.9788,0.9401,0.1331
08037,CO,Eagle County,36390,4,4,3,1,0.9342,0.895,0.097
08039,CO,Elbert County,11167,4,2,2,1,0.6778,0.6054,0.5092
08041,CO,El Paso County,308231,4,4,4,1,0.9652,0.9449,0.5029
08043,CO,Fremont County,22220,4,2,2,1,0.7101,0.7048,0.0097
08045,CO,Garfield County,29547,4,4,3,1,0.903,0.806,0.21560000000000001
08047,CO,Gilpin County,4138,4,1,1,1,0.4674,0.0454,0.0454
08049,CO,Grand County,18693,4,3,2,1,0.7913,0.7206,0.0163
08051,CO,Gunnison County,13916,4,2,2,1,0.7232,0.5804,0.1585
08053,CO,Hinsdale County,1622,4,1,1,1,0.0068,0.0068,0.0068
08055,CO,Huerfano County,6412,4,3,1,1,0.8472,0.4322,0.2143
08057,CO,Jackson County,1420,4,4,1,1,0.9254,0,0
08059,CO,Jefferson County,263204,4,4,4,1,0.9578,0.9403,0.115
08061,CO,Kiowa County,1455,4,4,1,1,1,0.4117,0.4117
08063,CO,Kit Carson County,4823,4,4,2,1,1,0.6544,0.334
08065,CO,Lake County,4912,4,2,2,1,0.7077,0.706,0.0033
08067,CO,La Plata County,33602,4,3,2,1,0.7923,0.5538,0.034
08069,CO,Larimer County,172382,4,4,3,1,0.9413,0.8039,0.4608
08071,CO,Las Animas County,10207,4,4,2,1,1,0.5472,0.1303
08073,CO,Lincoln County,3646,4,4,1,1,0.9534,0.3182,0.3182
08075,CO,Logan County,10772,4,4,3,1,1,0.7807,0.3201
08077,CO,Mesa County,74991,4,4,3,1,0.9551,0.8291,0.0037
08079,CO,Mineral County,1534,4,1,1,1,0.4218,0.4192,0.4192
08081,CO,Moffat County,7741,4,4,2,1,1,0.7294,0.5715
08083,CO,Montezuma County,14800,4,2,1,1,0.7386,0.0958,0.0122
08085,CO,Montrose County,22171,4,3,3,1,0.8474,0.7868,0.7545
08087,CO,Morgan County,13666,4,4,3,1,0.9861,0.8675,0.5732
08089,CO,Otero County,10127,4,4,3,1,1,0.752,0.3986
08091,CO,Ouray County,3930,4,2,1,1,0.5153,0.4835,0.4835
08093,CO,Park County,15906,4,1,1,1,0.2966,0.0721,0.072
08095,CO,Phillips County,2881,4,4,3,1,1,0.8782,0.6411
08097,CO,Pitkin County,15946,4,3,3,1,0.8964,0.8874,0.0181
08099,CO,Prowers County,6912,4,4,2,1,1,0.6021,0.2357
08101,CO,Pueblo County,79453,4,4,3,1,0.9348,0.8633,0.1417
08103,CO,Rio Blanco County,3952,4,4,2,1,1,0.5663,0
08105,CO,Rio Grande County,8100,4,2,2,1,0.6535,0.5249,0.2944
08107,CO,Routt County,20161,4,4,3,1,0.983,0.8831,0.225
08109,CO,Saguache County,4742,4,1,1,1,0.4764,0.2469,0.2469
08111,CO,San Juan County,1243,4,2,2,1,0.6066,0.6066,0.6066
08113,CO,San Miguel County,7224,4,2,1,1,0.5073,0.4898,0.2404
08115,CO,Sedgwick County,1822,4,4,2,1,1,0.7086,0.1471
08117,CO,Summit County,35399,4,3,3,1,0.8983,0.8943,0.0475
08119,CO,Teller County,14824,4,2,1,1,0.5109,0.2487,0.2466
08121,CO,Washington County,4605,4,4,2,1,0.9957,0.6098,0.1742
08123,CO,Weld County,139924,4,4,3,1,0.9381,0.7627,0.1512
08125,CO,Yuma County,6143,4,4,3,1,1,0.796,0.4381
09001,CT,Fairfield County,412325,4,4,4,1,1,0.9504,0.6736
09003,CT,Hartford County,422087,4,4,4,1,1,0.9968,0.5935
09005,CT,Litchfield County,98178,4,4,4,1,1,0.919,0.3104
09007,CT,Middlesex County,84784,4,4,4,1,1,0.9901,0.4491
09009,CT,New Haven County,405025,4,4,4,1,1,0.9912,0.5785
09011,CT,New London County,135036,4,4,4,1,1,0.9815,0.4012
09013,CT,Tolland County,65753,4,4,4,1,1,0.9719,0.5632
09015,CT,Windham County,55349,4,4,4,1,1,0.9184,0.0986
10001,DE,Kent County,85264,4,4,4,1,0.9433,0.9419,0
10003,DE,New Castle County,253640,4,4,4,1,0.9914,0.9908,0.2212
10005,DE,Sussex County,171139,4,4,4,1,0.9509,0.9446,0
11001,DC,District of Columbia,366455,4,4,4,1,0.9982,0.9965,0.3866
12001,FL,Alachua County,158987,4,3,3,1,0.8897,0.8644,0.1183
12003,FL,Baker County,10958,4,2,2,1,0.7379,0.7379,0.1706
12005,FL,Bay County,116975,4,4,4,1,0.9618,0.9596,0.4368
12007,FL,Bradford County,12536,4,1,1,1,0.4666,0.4074,0.0205
12009,FL,Brevard County,324618,4,4,4,1,0.9373,0.9297,0.2494
12011,FL,Broward County,939123,4,4,4,1,0.9807,0.974,0.5101
12013,FL,Calhoun County,7117,4,1,1,1,0.3067,0.2951,0
12015,FL,Charlotte County,120431,4,4,4,1,0.9302,0.9278,0.0743
12017,FL,Citrus County,92937,4,3,3,1,0.8843,0.8783,0.0064
12019,FL,Clay County,92616,4,3,3,1,0.8848,0.8589,0.4637
12021,FL,Collier County,242713,4,4,4,1,0.9794,0.9692,0.1887
12023,FL,Columbia County,34413,4,2,2,1,0.6324,0.5821,0.0185
12027,FL,DeSoto County,18439,4,1,1,1,0.4405,0.3711,0
12029,FL,Dixie County,10162,4,1,1,1,0.022,0.0147,0.0147
12031,FL,Duval County,486072,4,4,4,1,0.9878,0.9853,0.4689
12033,FL,Escambia County,159693,4,4,4,1,0.9741,0.9722,0.2303
12035,FL,Flagler County,59201,4,4,4,1,0.9464,0.944,0.3164
12037,FL,Franklin County,9780,4,4,3,1,0.9044,0.8989,0.0147
12039,FL,Gadsden County,22112,4,2,2,1,0.7047,0.7043,0.0259
12041,FL,Gilchrist County,8751,4,1,1,1,0.1426,0.0032,9e-4
12043,FL,Glades County,9562,4,1,1,1,0.4584,0.419,0
12045,FL,Gulf County,11227,4,2,2,1,0.7488,0.7456,0.0159
12047,FL,Hamilton County,7204,4,1,1,1,0.3519,0.1131,0.0347
12049,FL,Hardee County,13131,4,2,2,1,0.6909,0.6015,0
12051,FL,Hendry County,19105,4,2,2,1,0.6785,0.6486,1e-4
12053,FL,Hernando County,95438,4,4,4,1,0.9463,0.9332,0.1296
12055,FL,Highlands County,72101,4,3,3,1,0.864,0.8592,0
12057,FL,Hillsborough County,665372,4,4,4,1,0.9429,0.9404,0.7024
12059,FL,Holmes County,10023,4,1,1,1,0.208,0.208,0
12061,FL,Indian River County,95810,4,4,4,1,0.9746,0.9722,0.2741
12063,FL,Jackson County,25358,4,1,1,1,0.4984,0.4979,0
12065,FL,Jefferson County,7995,4,1,1,1,0.039,0.0124,0
12067,FL,Lafayette County,3908,4,1,1,1,0.2692,0.1062,0.0985
12069,FL,Lake County,195848,4,3,3,1,0.8743,0.8617,0.0104
12071,FL,Lee County,481029,4,4,4,1,0.9503,0.9482,0.1385
12073,FL,Leon County,144729,4,4,4,1,0.9585,0.954,0.4304
12075,FL,Levy County,26258,4,1,1,1,0.1784,0.1196,0
12077,FL,Liberty County,3861,4,1,1,1,0.3292,0.3266,0
12079,FL,Madison County,10416,4,1,1,1,0.374,0.3679,0
12081,FL,Manatee County,222018,4,4,4,1,0.9613,0.9602,0.5816
12083,FL,Marion County,193134,4,3,3,1,0.8276,0.8028,0.0083
12085,FL,Martin County,91127,4,4,4,1,0.9751,0.9726,0.1714
12086,FL,Miami-Dade County,1188757,4,4,4,1,0.98740000000000006,0.9818,0.6363
12087,FL,Monroe County,63265,4,4,4,1,0.9869,0.9861,0.9717
12089,FL,Nassau County,45663,4,4,3,1,0.9035,0.8759,0.3221
12091,FL,Okaloosa County,111336,4,4,4,1,0.9373,0.9323,0.0025
12093,FL,Okeechobee County,21160,4,3,2,1,0.7543,0.7444,0
12095,FL,Orange County,628817,4,4,4,1,0.9446,0.9382,0.2903
12097,FL,Osceola County,171365,4,4,4,1,0.9402,0.9366,0.0683
12099,FL,Palm Beach County,751139,4,4,4,1,0.9894,0.9875,0.4673
12101,FL,Pasco County,327334,4,4,4,1,0.9164,0.9128,0.6569
12103,FL,Pinellas County,558136,4,4,4,1,0.9485,0.9461,0.3067
