county_fips,state,county_name,airband_fcc_availability,airband_usage
06067,CA,Sacramento County,0.982,0.777
06069,CA,San Benito County,0.9882,0.643
06071,CA,San Bernardino County,0.9688,0.771
06073,CA,San Diego County,0.9807,0.761
06075,CA,San Francisco County,1,0.58
06077,CA,San Joaquin County,0.9992,0.648
06079,CA,San Luis Obispo County,0.9519,0.658
06081,CA,San Mateo County,1,0.772
06083,CA,Santa Barbara County,0.942,0.647
06085,CA,Santa Clara County,1,0.849
06087,CA,Santa Cruz County,1,0.615
06089,CA,Shasta County,0.9361,0.602
06091,CA,Sierra County,0.6599,0.077
06093,CA,Siskiyou County,0.8612,0.222
06095,CA,Solano County,0.9488,0.771
06097,CA,Sonoma County,0.9679,0.687
06099,CA,Stanislaus County,1,0.58
06101,CA,Sutter County,0.9932,0.755
06103,CA,Tehama County,0.9803,0.192
06105,CA,Trinity County,0.2484,0.168
06107,CA,Tulare County,0.9948,0.462
06109,CA,Tuolumne County,0.9936,0.443
06111,CA,Ventura County,0.9857,0.827
06113,CA,Yolo County,0.9406,0.665
06115,CA,Yuba County,0.9953,0.551
08001,CO,Adams County,0.9932,0.911
08003,CO,Alamosa County,0.9974,0.459
08005,CO,Arapahoe County,0.998,0.777
08007,CO,Archuleta County,0.878,0.688
08009,CO,Baca County,0.3432,0.271
08011,CO,Bent County,0.38,0.357
08013,CO,Boulder County,0.9754,0.803
08014,CO,Broomfield County,0.9837,0.976
08015,CO,Chaffee County,0.888,0.437
08017,CO,Cheyenne County,0.5483,0.139
08019,CO,Clear Creek County,0.901,0.191
08021,CO,Conejos County,0.9985,0.081
08023,CO,Costilla County,0.9552,0.325
08025,CO,Crowley County,0.425,0.103
08027,CO,Custer County,0.5152,0.039
08029,CO,Delta County,0.9949,0.559
08031,CO,Denver County,1,0.782
08033,CO,Dolores County,0.291,0.125
08035,CO,Douglas County,1,0.81
08037,CO,Eagle County,0.9305,0.671
08039,CO,Elbert County,1,0.275
08041,CO,El Paso County,0.981,0.833
08043,CO,Fremont County,0.8528,0.657
08045,CO,Garfield County,0.9971,0.51
08047,CO,Gilpin County,0.8768,0.436
08049,CO,Grand County,0.8474,0.482
08051,CO,Gunnison County,0.9058,0.522
08053,CO,Hinsdale County,0.8341,0.106
08055,CO,Huerfano County,0.7149,0.178
08057,CO,Jackson County,0.8556,0.102
08059,CO,Jefferson County,0.9955,0.67
08061,CO,Kiowa County,0.5512,0.04
08063,CO,Kit Carson County,0.9779,0.21
08065,CO,Lake County,0.9204,0.368
08067,CO,La Plata County,0.9798,0.409
08069,CO,Larimer County,0.9387,0.689
08071,CO,Las Animas County,0.7158,0.494
08073,CO,Lincoln County,0.552,0.326
08075,CO,Logan County,0.9275,0.528
08077,CO,Mesa County,0.9662,0.625
08079,CO,Mineral County,0.8921,0.551
08081,CO,Moffat County,0.9484,0.618
08083,CO,Montezuma County,0.8434,0.264
08085,CO,Montrose County,0.9456,0.691
08087,CO,Morgan County,0.8946,0.595
08089,CO,Otero County,0.8535,0.63
08091,CO,Ouray County,0.9653,0.205
08093,CO,Park County,0.9161,0.24
08095,CO,Phillips County,1,0.548
08097,CO,Pitkin County,0.979,0.766
08099,CO,Prowers County,0.7019,0.236
08101,CO,Pueblo County,0.9628,0.608
08103,CO,Rio Blanco County,0.7244,0.591
08105,CO,Rio Grande County,0.9886,0.29
08107,CO,Routt County,0.9596,0.495
08109,CO,Saguache County,0.8003,0.203
08111,CO,San Juan County,0.6552,0.288
08113,CO,San Miguel County,0.7115,0.522
08115,CO,Sedgwick County,0.8243,0.243
08117,CO,Summit County,0.8957,0.682
08119,CO,Teller County,0.8689,0.358
08121,CO,Washington County,0.8225,0.182
08123,CO,Weld County,0.9532,0.677
08125,CO,Yuma County,0.9866,0.313
09001,CT,Fairfield County,0.9932,0.707
09003,CT,Hartford County,0.9904,0.675
09005,CT,Litchfield County,0.9914,0.641
09007,CT,Middlesex County,0.994,0.631
09009,CT,New Haven County,0.9977,0.661
09011,CT,New London County,0.9881,0.71
09013,CT,Tolland County,0.9735,0.736
09015,CT,Windham County,0.9962,0.586
10001,DE,Kent County,0.9626,0.733
10003,DE,New Castle County,0.9796,0.788
10005,DE,Sussex County,0.9861,0.658
11001,DC,District of Columbia,0.9796,0.658
12001,FL,Alachua County,0.8639,0.574
12003,FL,Baker County,0.8448,0.391
12005,FL,Bay County,0.9393,0.694
12007,FL,Bradford County,0.5327,0.273
12009,FL,Brevard County,0.9951,0.776
12011,FL,Broward County,0.9815,0.802
12013,FL,Calhoun County,0.9407,0.104
12015,FL,Charlotte County,0.9728,0.679
12017,FL,Citrus County,0.9404,0.627
12019,FL,Clay County,0.9307,0.782
12021,FL,Collier County,0.953,0.72
12023,FL,Columbia County,0.8251,0.462
12027,FL,DeSoto County,1,0.105
12029,FL,Dixie County,0.0078,0.041
12031,FL,Duval County,1,0.802
12033,FL,Escambia County,0.9543,0.711
12035,FL,Flagler County,0.9632,0.878
12037,FL,Franklin County,0.8336,0.398
12039,FL,Gadsden County,0.9103,0.186
12041,FL,Gilchrist County,0.2821,0.049
12043,FL,Glades County,0.6469,0.063
12045,FL,Gulf County,0.9195,0.405
12047,FL,Hamilton County,0.7198,0.088
12049,FL,Hardee County,1,0.109
12051,FL,Hendry County,0.7638,0.334
12053,FL,Hernando County,0.9777,0.772
12055,FL,Highlands County,1,0.419
12057,FL,Hillsborough County,0.997,0.782
12059,FL,Holmes County,0.3422,0.095
12061,FL,Indian River County,1,0.715
12063,FL,Jackson County,0.5988,0.173
12065,FL,Jefferson County,0.3081,0.079
12067,FL,Lafayette County,0.6073,0.165
12069,FL,Lake County,0.9216,0.79
12071,FL,Lee County,0.9135,0.725
12073,FL,Leon County,0.9652,0.571
12075,FL,Levy County,0.1399,0.063
12077,FL,Liberty County,0.6755,0.137
12079,FL,Madison County,0.5728,0.114
12081,FL,Manatee County,0.9935,0.821
12083,FL,Marion County,0.9203,0.547
12085,FL,Martin County,0.9732,0.695
12086,FL,Miami-Dade County,0.9649,0.681
12087,FL,Monroe County,0.9614,0.733
12089,FL,Nassau County,0.9275,0.688
12091,FL,Okaloosa County,0.9293,0.769
12093,FL,Okeechobee County,1,0.381
12095,FL,Orange County,1,0.831
12097,FL,Osceola County,1,0.906
12099,FL,Palm Beach County,0.9694,0.718
12101,FL,Pasco County,0.9859,0.773
12103,FL,Pinellas County,0.9993,0.71
12105,FL,Polk County,0.9537,0.674
12107,FL,Putnam County,0.8297,0.341
12109,FL,St. Johns County,1,0.856
12111,FL,St. Lucie County,0.9437,0.7
12113,FL,Santa Rosa County,0.8827,0.635
12115,FL,Sarasota County,0.9889,0.776
12117,FL,Seminole County,1,0.735
12119,FL,Sumter County,0.9317,0.565
12121,FL,Suwannee County,0.8819,0.207
12123,FL,Taylor County,0.713,0.31
12125,FL,Union County,0.7205,0.451
12127,FL,Volusia County,1,0.689
12129,FL,Wakulla County,0.9233,0.387
12131,FL,Walton County,0.8154,0.627
12133,FL,Washington County,0.3113,0.129
13001,GA,Appling County,0.5103,0.19
13003,GA,Atkinson County,0.6438,0.11
13005,GA,Bacon County,0.7784,0.496
13007,GA,Baker County,0.0329,0.022
13009,GA,Baldwin County,0.962,0.612
13011,GA,Banks County,0.8324,0.249
13013,GA,Barrow County,0.9865,0.763
13015,GA,Bartow County,0.9425,0.498
13017,GA,Ben Hill County,0.9252,0.758
13019,GA,Berrien County,0.8592,0.136
13021,GA,Bibb County,0.9732,0.581
13023,GA,Bleckley County,0.5383,0.28
13025,GA,Brantley County,0.9941,0.327
13027,GA,Brooks County,0.8345,0.211
13029,GA,Bryan County,0.9513,0.806
13031,GA,Bulloch County,1,0.575
13033,GA,Burke County,0.722,0.241
13035,GA,Butts County,0.7959,0.206
13037,GA,Calhoun County,0.2488,0.072
13039,GA,Camden County,0.9246,0.674
13043,GA,Candler County,1,0.875
13045,GA,Carroll County,0.9271,0.447
13047,GA,Catoosa County,0.9899,0.485
13049,GA,Charlton County,0.726,0.085
13051,GA,Chatham County,0.9844,0.727
13053,GA,Chattahoochee County,0.5456,0.755
13055,GA,Chattooga County,0.9781,0.145
13057,GA,Cherokee County,0.974,0.841
13059,GA,Clarke County,0.9942,0.639
13061,GA,Clay County,0.6524,0.067
13063,GA,Clayton County,0.9824,0.877
13065,GA,Clinch County,0.7067,0.113
13067,GA,Cobb County,0.9796,0.778
13069,GA,Coffee County,0.9187,0.481
13071,GA,Colquitt County,0.8958,0.538
13073,GA,Columbia County,0.9832,0.853
13075,GA,Cook County,0.8466,0.16
13077,GA,Coweta County,0.959,0.743
13079,GA,Crawford County,0.9353,0.156
13081,GA,Crisp County,0.8039,0.354
13083,GA,Dade County,0.9286,0.379
13085,GA,Dawson County,0.9108,0.455
13087,GA,Decatur County,0.6635,0.288
13089,GA,DeKalb County,0.9869,0.756
13091,GA,Dodge County,0.6748,0.139
13093,GA,Dooly County,0.5515,0.084
13095,GA,Dougherty County,0.9737,0.591
13097,GA,Douglas County,0.9761,0.78
13099,GA,Early County,0.5383,0.156
13101,GA,Echols County,0.0002,0.034
13103,GA,Effingham County,0.9677,0.648
13105,GA,Elbert County,0.8497,0.267
13107,GA,Emanuel County,0.9467,0.309
13109,GA,Evans County,0.8232,0.257
13111,GA,Fannin County,0.9205,0.432
13113,GA,Fayette County,0.9807,0.882
13115,GA,Floyd County,0.9426,0.485
13117,GA,Forsyth County,0.9906,0.92
13119,GA,Franklin County,0.8482,0.148
13121,GA,Fulton County,0.9837,0.744
13123,GA,Gilmer County,0.8201,0.521
13125,GA,Glascock County,0.0101,0.033
13127,GA,Glynn County,0.9669,0.693
13129,GA,Gordon County,0.9226,0.367
13131,GA,Grady County,0.839,0.264
13133,GA,Greene County,0.7104,0.561
13135,GA,Gwinnett County,0.9903,0.935
13137,GA,Habersham County,0.9594,0.574
13139,GA,Hall County,0.9786,0.567
13141,GA,Hancock County,0.1275,0.1
13143,GA,Haralson County,1,0.135
13145,GA,Harris County,0.8671,0.244
13147,GA,Hart County,0.9703,0.414
13149,GA,Heard County,0.5978,0.117
13151,GA,Henry County,0.9954,0.891
13153,GA,Houston County,0.9397,0.749
13155,GA,Irwin County,0.6125,0.214
13157,GA,Jackson County,0.9398,0.645
13159,GA,Jasper County,0.6094,0.149
13161,GA,Jeff Davis County,0.6241,0.182
13163,GA,Jefferson County,0.0882,0.082
13165,GA,Jenkins County,0.8228,0.09
13167,GA,Johnson County,0.3034,0.149
13169,GA,Jones County,0.8682,0.445
13171,GA,Lamar County,0.726,0.118
13173,GA,Lanier County,0.8538,0.13
13175,GA,Laurens County,0.712,0.387
13177,GA,Lee County,0.8914,0.526
13179,GA,Liberty County,0.9394,0.448
13181,GA,Lincoln County,0.9999,0.287
13183,GA,Long County,0.8439,0.217
13185,GA,Lowndes County,0.8169,0.534
13187,GA,Lumpkin County,0.8909,0.425
13189,GA,McDuffie County,0.8201,0.207
13191,GA,McIntosh County,0.97,0.359
13193,GA,Macon County,0.7509,0.279
13195,GA,Madison County,0.9165,0.153
13197,GA,Marion County,0.7152,0.069
13199,GA,Meriwether County,0.5331,0.281
13201,GA,Miller County,0.1072,0.187
13205,GA,Mitchell County,0.59,0.169
13207,GA,Monroe County,0.5259,0.2
13209,GA,Montgomery County,0.501,0.119
13211,GA,Morgan County,0.467,0.176
13213,GA,Murray County,0.9859,0.427
13215,GA,Muscogee County,0.9897,0.715
13217,GA,Newton County,0.97,0.662
13219,GA,Oconee County,0.9145,0.304
13221,GA,Oglethorpe County,0.8024,0.084
13223,GA,Paulding County,0.9866,0.764
13225,GA,Peach County,0.6781,0.289
13227,GA,Pickens County,0.9341,0.532
13229,GA,Pierce County,0.8106,0.233
13231,GA,Pike County,0.4435,0.058
13233,GA,Polk County,0.9682,0.421
13235,GA,Pulaski County,0.7113,0.427
13237,GA,Putnam County,0.8868,0.35
13239,GA,Quitman County,0.6327,0.038
13241,GA,Rabun County,0.9082,0.204
13243,GA,Randolph County,0.7904,0.155
13245,GA,Richmond County,0.9595,0.609
13247,GA,Rockdale County,0.9849,0.873
13249,GA,Schley County,0.7675,0.183
13251,GA,Screven County,0.9958,0.582
13253,GA,Seminole County,0.7815,0.118
13255,GA,Spalding County,0.9541,0.573
13257,GA,Stephens County,0.9469,0.522
13259,GA,Stewart County,0.0082,0.047
13261,GA,Sumter County,0.728,0.31
13263,GA,Talbot County,0.7977,0.057
13265,GA,Taliaferro County,0.9102,0.001
13267,GA,Tattnall County,0.7786,0.169
13269,GA,Taylor County,0.8304,0.13
13271,GA,Telfair County,0.8052,0.144
13273,GA,Terrell County,0.7809,0.197
13275,GA,Thomas County,0.8826,0.411
13277,GA,Tift County,0.8697,0.714
13279,GA,Toombs County,0.7742,0.315
13281,GA,Towns County,0.9779,0.569
13283,GA,Treutlen County,0.1284,0.028
13285,GA,Troup County,0.9449,0.633
13287,GA,Turner County,0.7282,0.174
13289,GA,Twiggs County,0.4504,0.095
13291,GA,Union County,0.9608,0.463
13293,GA,Upson County,0.9401,0.759
13295,GA,Walker County,0.967,0.608
13297,GA,Walton County,0.9245,0.704
13299,GA,Ware County,0.8648,0.499
13301,GA,Warren County,0.0019,0.049
13303,GA,Washington County,0.6722,0.269
13305,GA,Wayne County,0.8181,0.347
13307,GA,Webster County,0.4611,0.119
13309,GA,Wheeler County,0.5585,0.062
13311,GA,White County,0.9401,0.481
13313,GA,Whitfield County,1,0.694
13315,GA,Wilcox County,0.6696,0.107
13317,GA,Wilkes County,1,0.321
13319,GA,Wilkinson County,0.7018,0.146
13321,GA,Worth County,0.6566,0.119
15001,HI,Hawaii County,0.9336,0.499
15003,HI,Honolulu County,0.9933,0.811
15005,HI,Kalawao County,0.1977,0.221
15007,HI,Kauai County,0.9505,0.622
15009,HI,Maui County,0.9621,0.606
16001,ID,Ada County,0.9914,0.86
16003,ID,Adams County,0.5571,0.085
16005,ID,Bannock County,0.9498,0.586
16007,ID,Bear Lake County,0.7388,0.336
16009,ID,Benewah County,0.7611,0.062
16011,ID,Bingham County,0.9846,0.229
16013,ID,Blaine County,0.9204,0.61
16015,ID,Boise County,0.6613,0.1
16017,ID,Bonner County,0.9975,0.338
16019,ID,Bonneville County,0.9799,0.754
16021,ID,Boundary County,0.9821,0.153
16023,ID,Butte County,0.645,0.184
16025,ID,Camas County,0.9747,0.017
16027,ID,Canyon County,0.999,0.534
16029,ID,Caribou County,0.8064,0.567
16031,ID,Cassia County,0.9754,0.404
16033,ID,Clark County,0.9278,0.192
16035,ID,Clearwater County,0.5075,0.107
16037,ID,Custer County,0.8106,0.183
16039,ID,Elmore County,0.77,0.346
16041,ID,Franklin County,0.9448,0.225
16043,ID,Fremont County,0.9536,0.178
16045,ID,Gem County,0.9737,0.283
16047,ID,Gooding County,0.983,0.133
16049,ID,Idaho County,0.726,0.422
16051,ID,Jefferson County,0.9304,0.255
16053,ID,Jerome County,0.9961,0.374
16055,ID,Kootenai County,0.9879,0.742
16057,ID,Latah County,0.8062,0.763
16059,ID,Lemhi County,0.5635,0.14
16061,ID,Lewis County,0.2947,0.004
16063,ID,Lincoln County,0.9076,0.133
16065,ID,Madison County,0.9905,0.77
16067,ID,Minidoka County,0.9983,0.279
16069,ID,Nez Perce County,0.8671,0.87
16071,ID,Oneida County,0.8411,0.463
16073,ID,Owyhee County,0.8013,0.197
16075,ID,Payette County,0.9515,0.537
16077,ID,Power County,0.929,0.163
16079,ID,Shoshone County,0.7137,0.085
16081,ID,Teton County,0.9137,0.49
16083,ID,Twin Falls County,0.9835,0.802
16085,ID,Valley County,0.721,0.629
16087,ID,Washington County,0.8907,0.19
17001,IL,Adams County,0.9007,0.558
17003,IL,Alexander County,0.0009,0.104
17005,IL,Bond County,1,0.173
17007,IL,Boone County,0.9712,0.436
17009,IL,Brown County,0.799,0.315
17011,IL,Bureau County,1,0.382
17013,IL,Calhoun County,0.7341,0.058
17015,IL,Carroll County,0.9169,0.248
17017,IL,Cass County,0.9333,0.214
17019,IL,Champaign County,0.9683,0.525
17021,IL,Christian County,1,0.386
17023,IL,Clark County,0.8075,0.2
17025,IL,Clay County,0.8609,0.587
17027,IL,Clinton County,0.9996,0.222
17029,IL,Coles County,0.8989,0.33
17031,IL,Cook County,0.9921,0.637
17033,IL,Crawford County,0.7916,0.233
17035,IL,Cumberland County,0.561,0.116
17037,IL,DeKalb County,0.965,0.54
17039,IL,De Witt County,0.8786,0.309
17041,IL,Douglas County,0.8263,0.428
17043,IL,DuPage County,0.993,0.883
17045,IL,Edgar County,0.9221,0.173
17047,IL,Edwards County,0.7801,0.188
17049,IL,Effingham County,0.9528,0.586
17051,IL,Fayette County,0.5575,0.198
17053,IL,Ford County,0.8982,0.349
17055,IL,Franklin County,0.9816,0.235
17057,IL,Fulton County,0.807,0.265
17059,IL,Gallatin County,0.9188,0.216
17061,IL,Greene County,0.9088,0.12
17063,IL,Grundy County,0.9998,0.547
17065,IL,Hamilton County,0.7554,0.289
17067,IL,Hancock County,0.8081,0.3
17069,IL,Hardin County,1,0.377
17071,IL,Henderson County,1,0.228
17073,IL,Henry County,1,0.442
17075,IL,Iroquois County,0.7873,0.185
17077,IL,Jackson County,0.9996,0.35
17079,IL,Jasper County,0.5011,0.309
17081,IL,Jefferson County,0.9937,0.498
17083,IL,Jersey County,0.985,0.262
17085,IL,Jo Daviess County,0.8842,0.38
17087,IL,Johnson County,0.5514,0.168
17089,IL,Kane County,0.9907,0.716
17091,IL,Kankakee County,0.9775,0.534
17093,IL,Kendall County,0.9879,0.739
17095,IL,Knox County,1,0.478
17097,IL,Lake County,0.9908,0.771
17099,IL,LaSalle County,1,0.415
17101,IL,Lawrence County,0.7775,0.32
17103,IL,Lee County,1,0.347
17105,IL,Livingston County,1,0.334
17107,IL,Logan County,0.9351,0.424
17109,IL,McDonough County,0.9881,0.464
17111,IL,McHenry County,0.9971,0.726
17113,IL,McLean County,0.9764,0.662
17115,IL,Macon County,0.9936,0.636
17117,IL,Macoupin County,0.8394,0.279
17119,IL,Madison County,0.999,0.523
17121,IL,Marion County,0.923,0.444
17123,IL,Marshall County,1,0.177
17125,IL,Mason County,0.7953,0.18
17127,IL,Massac County,0.7344,0.106
17129,IL,Menard County,0.962,0.141
17131,IL,Mercer County,1,0.232
17133,IL,Monroe County,0.9844,0.743
17135,IL,Montgomery County,0.8669,0.294
17137,IL,Morgan County,0.8969,0.399
17139,IL,Moultrie County,0.9542,0.237
17141,IL,Ogle County,0.9593,0.281
17143,IL,Peoria County,1,0.564
17145,IL,Perry County,0.9591,0.295
17147,IL,Piatt County,0.9611,0.366
17149,IL,Pike County,0.875,0.285
17151,IL,Pope County,0.8391,0.308
17153,IL,Pulaski County,0.4489,0.11
17155,IL,Putnam County,1,0.168
17157,IL,Randolph County,0.9608,0.248
17159,IL,Richland County,0.7528,0.38
17161,IL,Rock Island County,1,0.471
17163,IL,St. Clair County,1,0.558
17165,IL,Saline County,0.8336,0.25
17167,IL,Sangamon County,0.9842,0.665
17169,IL,Schuyler County,0.6164,0.21
17171,IL,Scott County,0.9307,0.418
17173,IL,Shelby County,0.8972,0.242
17175,IL,Stark County,1,0.235
17177,IL,Stephenson County,0.9752,0.511
17179,IL,Tazewell County,0.9757,0.673
17181,IL,Union County,0.8032,0.206
17183,IL,Vermilion County,0.9459,0.371
17185,IL,Wabash County,0.8751,0.203
17187,IL,Warren County,1,0.226
17189,IL,Washington County,0.8827,0.201
17191,IL,Wayne County,0.9312,0.219
17193,IL,White County,0.8142,0.292
17195,IL,Whiteside County,1,0.462
17197,IL,Will County,0.9943,0.715
17199,IL,Williamson County,0.9238,0.529
17201,IL,Winnebago County,0.9832,0.663
17203,IL,Woodford County,1,0.62
18001,IN,Adams County,0.9999,0.273
18003,IN,Allen County,0.9911,0.605
18005,IN,Bartholomew County,0.9371,0.571
18007,IN,Benton County,0.9238,0.032
18009,IN,Blackford County,1,0.295
18011,IN,Boone County,0.9392,0.616
18013,IN,Brown County,0.9102,0.241
18015,IN,Carroll County,0.6315,0.167
18017,IN,Cass County,0.9383,0.231
18019,IN,Clark County,0.9646,0.619
18021,IN,Clay County,0.9458,0.386
18023,IN,Clinton County,0.9184,0.347
18025,IN,Crawford County,0.3453,0.054
18027,IN,Daviess County,0.9961,0.384
18029,IN,Dearborn County,0.9599,0.477
18031,IN,Decatur County,0.7557,0.359
18033,IN,DeKalb County,0.9825,0.387
18035,IN,Delaware County,1,0.397
18037,IN,Dubois County,0.7935,0.356
18039,IN,Elkhart County,0.9767,0.529
18041,IN,Fayette County,1,0.308
18043,IN,Floyd County,0.9916,0.728
18045,IN,Fountain County,0.8935,0.094
18047,IN,Franklin County,0.7032,0.196
18049,IN,Fulton County,1,0.369
18051,IN,Gibson County,0.8733,0.182
18053,IN,Grant County,0.9418,0.407
18055,IN,Greene County,0.8647,0.182
18057,IN,Hamilton County,0.9985,0.775
18059,IN,Hancock County,0.9905,0.808
18061,IN,Harrison County,0.9686,0.278
18063,IN,Hendricks County,0.972,0.708
18065,IN,Henry County,0.9834,0.157
18067,IN,Howard County,0.9627,0.652
18069,IN,Huntington County,0.9993,0.141
18071,IN,Jackson County,0.9875,0.582
18073,IN,Jasper County,0.8557,0.265
18075,IN,Jay County,0.9495,0.256
18077,IN,Jefferson County,0.8644,0.484
18079,IN,Jennings County,0.8202,0.241
18081,IN,Johnson County,0.9648,0.712
18083,IN,Knox County,1,0.702
18085,IN,Kosciusko County,0.9947,0.472
18087,IN,LaGrange County,0.685,0.089
18089,IN,Lake County,0.9976,0.63
18091,IN,LaPorte County,0.9949,0.732
18093,IN,Lawrence County,0.8562,0.253
18095,IN,Madison County,1,0.44
18097,IN,Marion County,0.9993,0.557
18099,IN,Marshall County,1,0.235
18101,IN,Martin County,0.8624,0.076
18103,IN,Miami County,0.952,0.382
18105,IN,Monroe County,0.9428,0.579
18107,IN,Montgomery County,0.7942,0.236
18109,IN,Morgan County,0.9481,0.405
18111,IN,Newton County,0.972,0.236
18113,IN,Noble County,0.8944,0.355
18115,IN,Ohio County,0.7971,0.169
18117,IN,Orange County,0.9115,0.379
18119,IN,Owen County,0.8175,0.184
18121,IN,Parke County,0.7417,0.152
18123,IN,Perry County,0.8366,0.357
18125,IN,Pike County,0.9471,0.079
18127,IN,Porter County,1,0.665
18129,IN,Posey County,0.7333,0.133
18131,IN,Pulaski County,0.7016,0.212
18133,IN,Putnam County,0.7649,0.446
18135,IN,Randolph County,0.9988,0.094
18137,IN,Ripley County,0.6632,0.299
18139,IN,Rush County,0.9941,0.137
18141,IN,St. Joseph County,0.994,0.507
18143,IN,Scott County,1,0.457
18145,IN,Shelby County,0.8156,0.383
18147,IN,Spencer County,0.7484,0.243
18149,IN,Starke County,0.9357,0.231
18151,IN,Steuben County,0.9512,0.299
18153,IN,Sullivan County,0.943,0.096
18155,IN,Switzerland County,0.2662,0.069
18157,IN,Tippecanoe County,0.9689,0.531
18159,IN,Tipton County,1,0.216
18161,IN,Union County,0.9991,0.111
18163,IN,Vanderburgh County,0.9887,0.531
18165,IN,Vermillion County,0.9655,0.175
18167,IN,Vigo County,0.9709,0.473
18169,IN,Wabash County,0.9986,0.118
18171,IN,Warren County,0.8863,0.102
18173,IN,Warrick County,0.8981,0.491
18175,IN,Washington County,0.9982,0.321
18177,IN,Wayne County,1,0.732
18179,IN,Wells County,0.9408,0.305
18181,IN,White County,0.915,0.572
18183,IN,Whitley County,1,0.256
19001,IA,Adair County,0.9074,0.188
19003,IA,Adams County,0.666,0.192
19005,IA,Allamakee County,0.8479,0.189
19007,IA,Appanoose County,0.983,0.31
19009,IA,Audubon County,0.9285,0.197
19011,IA,Benton County,0.9483,0.357
19013,IA,Black Hawk County,0.9993,0.636
19015,IA,Boone County,0.9867,0.303
19017,IA,Bremer County,0.9971,0.555
19019,IA,Buchanan County,0.943,0.435
19021,IA,Buena Vista County,0.993,0.389
19023,IA,Butler County,0.9861,0.253
19025,IA,Calhoun County,0.8388,0.2
19027,IA,Carroll County,0.938,0.487
19029,IA,Cass County,0.9929,0.392
19031,IA,Cedar County,0.8933,0.35
19033,IA,Cerro Gordo County,0.9997,0.666
19035,IA,Cherokee County,0.9529,0.329
19037,IA,Chickasaw County,0.979,0.245
19039,IA,Clarke County,0.8838,0.51
19041,IA,Clay County,0.9884,0.825
19043,IA,Clayton County,0.7814,0.384
19045,IA,Clinton County,0.9645,0.694
19047,IA,Crawford County,0.8869,0.212
19049,IA,Dallas County,0.9792,0.443
19051,IA,Davis County,0.8446,0.445
19053,IA,Decatur County,0.9452,0.301
19055,IA,Delaware County,0.9777,0.362
19057,IA,Des Moines County,0.9483,0.895
19059,IA,Dickinson County,0.9926,0.585
19061,IA,Dubuque County,0.989,0.567
19063,IA,Emmet County,0.9933,0.439
19065,IA,Fayette County,0.9226,0.202
19067,IA,Floyd County,0.9923,0.6
19069,IA,Franklin County,0.9892,0.185
19071,IA,Fremont County,0.9793,0.13
19073,IA,Greene County,0.9837,0.468
19075,IA,Grundy County,0.9992,0.316
19077,IA,Guthrie County,0.935,0.383
19079,IA,Hamilton County,0.9783,0.237
19081,IA,Hancock County,0.9771,0.481
19083,IA,Hardin County,0.9616,0.278
19085,IA,Harrison County,1,0.199
19087,IA,Henry County,0.8929,0.454
19089,IA,Howard County,0.979,0.236
19091,IA,Humboldt County,0.8523,0.223
19093,IA,Ida County,0.948,0.221
19095,IA,Iowa County,0.8527,0.398
19097,IA,Jackson County,0.9396,0.355
19099,IA,Jasper County,0.9119,0.581
19101,IA,Jefferson County,0.9995,0.746
19103,IA,Johnson County,0.9403,0.519
19105,IA,Jones County,0.9465,0.327
19107,IA,Keokuk County,0.8503,0.305
19109,IA,Kossuth County,0.9542,0.386
19111,IA,Lee County,0.9409,0.477
19113,IA,Linn County,0.9856,0.62
19115,IA,Louisa County,0.7747,0.143
19117,IA,Lucas County,0.9523,0.396
19119,IA,Lyon County,0.9682,0.5
19121,IA,Madison County,0.9771,0.231
19123,IA,Mahaska County,0.974,0.467
19125,IA,Marion County,0.9014,0.395
19127,IA,Marshall County,0.945,0.416
19129,IA,Mills County,1,0.229
19131,IA,Mitchell County,0.9923,0.432
19133,IA,Monona County,0.9973,0.197
19135,IA,Monroe County,0.9337,0.413
19137,IA,Montgomery County,0.9923,0.811
19139,IA,Muscatine County,0.9233,0.444
19141,IA,O'Brien County,1,0.652
19143,IA,Osceola County,0.973,0.32
19145,IA,Page County,0.9171,0.44
19147,IA,Palo Alto County,0.966,0.4
19149,IA,Plymouth County,0.977,0.494
19151,IA,Pocahontas County,0.8618,0.313
19153,IA,Polk County,0.9738,0.579
19155,IA,Pottawattamie County,1,0.42
19157,IA,Poweshiek County,0.7889,0.471
19159,IA,Ringgold County,0.5911,0.215
19161,IA,Sac County,0.8985,0.282
19163,IA,Scott County,0.9804,0.698
19165,IA,Shelby County,0.9969,0.574
19167,IA,Sioux County,0.9933,0.632
19169,IA,Story County,0.9542,0.465
19171,IA,Tama County,0.8737,0.338
19173,IA,Taylor County,0.6978,0.118
19175,IA,Union County,0.9336,0.353
19177,IA,Van Buren County,0.7442,0.206
19179,IA,Wapello County,0.9445,0.602
19181,IA,Warren County,0.934,0.349
19183,IA,Washington County,0.9013,0.362
19185,IA,Wayne County,1,0.299
19187,IA,Webster County,0.9675,0.525
19189,IA,Winnebago County,0.9996,0.54
19191,IA,Winneshiek County,0.8991,0.385
19193,IA,Woodbury County,0.9703,0.464
19195,IA,Worth County,0.9993,0.428
19197,IA,Wright County,0.9854,0.294
20001,KS,Allen County,1,0.58
20003,KS,Anderson County,1,0.179
20005,KS,Atchison County,0.815,0.337
20007,KS,Barber County,0.8762,0.287
20009,KS,Barton County,0.9306,0.427
20011,KS,Bourbon County,0.9922,0.353
20013,KS,Brown County,0.7952,0.385
