county_fips,state,county,svi_overall,svi_soc,svi_hh,svi_min,svi_hous
28159,MS,Winston,0.9134,0.9077,0.8915,0.8778,0.7339
28161,MS,Yalobusha,0.7365,0.8746,0.2766,0.8119,0.5859
28163,MS,Yazoo,0.9984,0.9917,0.9758,0.9472,0.958
29001,MO,Adair,0.4968,0.7209,0.1057,0.3523,0.5818
29003,MO,Andrew,0.042,0.1528,0.099,0.1359,0.0309
29005,MO,Atchison,0.1295,0.2342,0.2546,0.0302,0.1445
29007,MO,Audrain,0.5687,0.6639,0.7314,0.3972,0.2969
29009,MO,Barry,0.5786,0.6123,0.8456,0.4701,0.2546
29011,MO,Barton,0.7279,0.9036,0.8052,0.2508,0.3431
29013,MO,Bates,0.5926,0.6248,0.5754,0.1852,0.6661
29015,MO,Benton,0.6314,0.8383,0.451,0.1181,0.5624
29017,MO,Bollinger,0.5048,0.7623,0.3014,0.0643,0.464
29019,MO,Boone,0.3819,0.3456,0.0532,0.5716,0.782
29021,MO,Buchanan,0.761,0.6435,0.669,0.507,0.8902
29023,MO,Butler,0.8415,0.9433,0.8326,0.3705,0.6022
29025,MO,Caldwell,0.3339,0.3787,0.3024,0.1359,0.5086
29027,MO,Callaway,0.2362,0.4208,0.0617,0.3355,0.3001
29029,MO,Camden,0.3262,0.5334,0.2591,0.1515,0.2864
29031,MO,Cape Girardeau,0.3399,0.4513,0.0837,0.4411,0.513
29033,MO,Carroll,0.3135,0.6076,0.2919,0.126,0.1661
29035,MO,Carter,0.5032,0.6677,0.6283,0.1359,0.317
29037,MO,Cass,0.1286,0.1948,0.3488,0.3972,0.0557
29039,MO,Cedar,0.6553,0.7613,0.6416,0.1181,0.6391
29041,MO,Chariton,0.1572,0.1884,0.3402,0.126,0.2008
29043,MO,Christian,0.1384,0.1878,0.332,0.212,0.1311
29045,MO,Clark,0.4395,0.4994,0.4478,0.0239,0.5605
29047,MO,Clay,0.2467,0.2177,0.4793,0.5423,0.1817
29049,MO,Clinton,0.0939,0.163,0.1884,0.1779,0.1104
29051,MO,Cole,0.2498,0.1474,0.1763,0.5315,0.5783
29053,MO,Cooper,0.4408,0.5283,0.3335,0.3819,0.4185
29055,MO,Crawford,0.7982,0.9612,0.7794,0.0977,0.543
29057,MO,Dade,0.5713,0.8342,0.2072,0.1779,0.5621
29059,MO,Dallas,0.5818,0.7565,0.809,0.126,0.2667
29061,MO,Daviess,0.5013,0.5293,0.4093,0.0506,0.7492
29063,MO,DeKalb,0.1305,0.1712,0.0302,0.4478,0.3501
29065,MO,Dent,0.7081,0.8332,0.7912,0.1903,0.4784
29067,MO,Douglas,0.3705,0.6983,0.7097,0.0977,0.0414
29069,MO,Dunklin,0.978,0.9768,0.9835,0.5598,0.8721
29071,MO,Franklin,0.126,0.2982,0.1658,0.1181,0.0952
29073,MO,Gasconade,0.1022,0.1254,0.415,0.0547,0.1162
29075,MO,Gentry,0.5003,0.5121,0.6989,0.0506,0.5468
29077,MO,Greene,0.5535,0.5818,0.1388,0.4125,0.8644
29079,MO,Grundy,0.7479,0.7155,0.8886,0.1623,0.7212
29081,MO,Harrison,0.6057,0.5172,0.9243,0.1066,0.5694
29083,MO,Henry,0.6827,0.7651,0.837,0.1852,0.4815
29085,MO,Hickory,0.5672,0.9589,0.5856,0.1127,0.0961
29087,MO,Holt,0.1273,0.1639,0.3409,0.0547,0.1649
29089,MO,Howard,0.2333,0.2253,0.45,0.3682,0.2078
29091,MO,Howell,0.6534,0.788,0.7005,0.1445,0.5178
29093,MO,Iron,0.7422,0.8097,0.746,0.126,0.7187
29095,MO,Jackson,0.6715,0.599,0.6225,0.7728,0.6044
29097,MO,Jasper,0.7514,0.754,0.7788,0.4854,0.634
29099,MO,Jefferson,0.1604,0.2607,0.2737,0.2148,0.1397
29101,MO,Johnson,0.3762,0.4806,0.0255,0.4478,0.7387
29103,MO,Knox,0.3364,0.677,0.6684,0.0385,0.0474
29105,MO,Laclede,0.571,0.6824,0.5735,0.2336,0.4905
29107,MO,Lafayette,0.1658,0.2081,0.1394,0.2613,0.2868
29109,MO,Lawrence,0.8202,0.9217,0.9258,0.3574,0.4335
29111,MO,Lewis,0.4975,0.6018,0.1499,0.2241,0.7756
29113,MO,Lincoln,0.2174,0.2581,0.3905,0.2094,0.2142
29115,MO,Linn,0.1575,0.2632,0.6015,0.0977,0.0519
29117,MO,Livingston,0.3501,0.4243,0.2648,0.2381,0.4526
29119,MO,McDonald,0.818,0.846,0.8437,0.6512,0.5611
29121,MO,Macon,0.5344,0.4433,0.8313,0.1945,0.5519
29123,MO,Madison,0.6053,0.6397,0.5815,0.1066,0.7228
29125,MO,Maries,0.592,0.7626,0.7056,0.0735,0.3988
29127,MO,Marion,0.394,0.3845,0.2998,0.3253,0.5751
29129,MO,Mercer,0.4217,0.493,0.5707,0.1569,0.3555
29131,MO,Miller,0.3927,0.5869,0.1945,0.0977,0.4558
29133,MO,Mississippi,0.9166,0.9841,0.8838,0.6763,0.5656
29135,MO,Moniteau,0.5204,0.4223,0.5509,0.3469,0.7113
29137,MO,Monroe,0.4004,0.3635,0.3603,0.2241,0.6286
29139,MO,Montgomery,0.458,0.3587,0.7422,0.1852,0.5181
29141,MO,Morgan,0.7651,0.8475,0.7715,0.1515,0.6897
29143,MO,New Madrid,0.8475,0.874,0.8813,0.5598,0.6254
29145,MO,Newton,0.564,0.5885,0.4198,0.4841,0.5955
29147,MO,Nodaway,0.2368,0.4179,0.0054,0.2409,0.7237
29149,MO,Oregon,0.683,0.8835,0.8867,0.1515,0.2307
29151,MO,Osage,0.013,0.0309,0.021,0.0073,0.1563
29153,MO,Ozark,0.472,0.7992,0.2661,0.0735,0.3218
29155,MO,Pemiscot,0.9535,0.9889,0.9551,0.7027,0.6155
29157,MO,Perry,0.2202,0.3708,0.1696,0.0863,0.274
29159,MO,Pettis,0.6773,0.5999,0.8561,0.4701,0.5573
29161,MO,Phelps,0.669,0.6082,0.4819,0.3845,0.8778
29163,MO,Pike,0.5843,0.5372,0.3208,0.3616,0.8698
29165,MO,Platte,0.1006,0.0544,0.2425,0.5465,0.1614
29167,MO,Polk,0.5929,0.5888,0.4099,0.1945,0.8326
29169,MO,Pulaski,0.6432,0.5041,0.549,0.6916,0.7584
29171,MO,Putnam,0.2941,0.3775,0.3094,0.0547,0.4144
29173,MO,Ralls,0.1053,0.3937,0.0694,0.1359,0.05
29175,MO,Randolph,0.4682,0.5786,0.2654,0.3762,0.501
29177,MO,Ray,0.098,0.2794,0.0589,0.1983,0.1044
29179,MO,Reynolds,0.5602,0.7896,0.3215,0.1852,0.5025
29181,MO,Ripley,0.6273,0.9064,0.6601,0.0812,0.2651
29183,MO,St. Charles,0.036,0.0143,0.0859,0.4179,0.1267
29185,MO,St. Clair,0.4427,0.556,0.3068,0.1655,0.521
29186,MO,Ste. Genevieve,0.0882,0.1722,0.1429,0.0643,0.1416
29187,MO,St. Francois,0.7113,0.6856,0.3676,0.2855,0.9472
29189,MO,St. Louis,0.3199,0.2183,0.4542,0.7397,0.3043
29195,MO,Saline,0.5729,0.4545,0.6652,0.557,0.6171
29197,MO,Schuyler,0.2075,0.3479,0.3638,0.0156,0.1633
29199,MO,Scotland,0.4841,0.7479,0.2619,0.0086,0.4943
29201,MO,Scott,0.746,0.6661,0.8141,0.5022,0.7066
29203,MO,Shannon,0.5834,0.8603,0.3889,0.1655,0.3902
29205,MO,Shelby,0.3641,0.3549,0.6388,0.0977,0.3826
29207,MO,Stoddard,0.5624,0.8135,0.7244,0.0907,0.219
29209,MO,Stone,0.4609,0.719,0.1973,0.1127,0.4551
29211,MO,Sullivan,0.4459,0.4185,0.288,0.5996,0.5423
29213,MO,Taney,0.7187,0.7021,0.4898,0.3657,0.8756
29215,MO,Texas,0.88,0.9666,0.6531,0.3001,0.8571
29217,MO,Vernon,0.64,0.6496,0.7699,0.1655,0.6127
29219,MO,Warren,0.2298,0.3475,0.2893,0.2966,0.1674
29221,MO,Washington,0.8036,0.9131,0.6591,0.1655,0.7909
29223,MO,Wayne,0.6241,0.8622,0.3339,0.1738,0.5484
29225,MO,Webster,0.5582,0.6092,0.4341,0.1623,0.712
29227,MO,Worth,0.24,0.1785,0.6483,0.0426,0.3192
29229,MO,Wright,0.8759,0.9656,0.9707,0.1779,0.479
29510,MO,St. Louis City,0.8517,0.8472,0.4523,0.9058,0.8835
30001,MT,Beaverhead,0.2559,0.3129,0.2342,0.3189,0.325
30003,MT,Big Horn,0.6661,0.8663,0.0767,0.9726,0.5528
30005,MT,Blaine,0.9475,0.9102,0.9064,0.9042,0.8749
30007,MT,Broadwater,0.0802,0.36,0.1158,0.1066,0.0134
30009,MT,Carbon,0.0751,0.1464,0.3323,0.1779,0.0369
30011,MT,Carter,0.3138,0.457,0.0315,0.0344,0.7995
30013,MT,Cascade,0.5283,0.3721,0.4615,0.4586,0.8154
30015,MT,Chouteau,0.2766,0.1894,0.2218,0.5964,0.4844
30017,MT,Custer,0.4071,0.1954,0.5156,0.2702,0.818
30019,MT,Daniels,0.0503,0.0436,0.1082,0.2613,0.1572
30021,MT,Dawson,0.177,0.0465,0.1111,0.2336,0.8199
30023,MT,Deer Lodge,0.6607,0.5773,0.6967,0.3488,0.7607
30025,MT,Fallon,0.1448,0.0299,0.1483,0.1655,0.7578
30027,MT,Fergus,0.2813,0.2922,0.2081,0.1779,0.5567
30029,MT,Flathead,0.2272,0.3555,0.0538,0.2276,0.4176
30031,MT,Gallatin,0.078,0.2301,6e-4,0.2855,0.4659
30033,MT,Garfield,0.077,0.2677,0.0748,0.0013,0.084
30035,MT,Glacier,0.9067,0.8619,0.6454,0.9644,0.9354
30037,MT,Golden Valley,0.1537,0.2667,0.2314,0.4701,0.0738
30039,MT,Granite,0.1209,0.1833,0.1066,0.1445,0.2476
30041,MT,Hill,0.5458,0.515,0.4749,0.6986,0.5159
30043,MT,Jefferson,0.0971,0.0646,0.2304,0.2276,0.2419
30045,MT,Judith Basin,0.0267,0.1588,0.0649,0.1852,0.0159
30047,MT,Lake,0.7276,0.7228,0.9039,0.7358,0.3094
30049,MT,Lewis and Clark,0.1423,0.1512,0.098,0.3046,0.3574
30051,MT,Liberty,0.408,0.3794,0.6553,0.0032,0.5121
30053,MT,Lincoln,0.4558,0.8109,0.5353,0.2613,0.0777
30055,MT,McCone,0.0547,0.0239,0.1814,0.3355,0.1512
30057,MT,Madison,0.1146,0.1725,0.0239,0.2241,0.4122
30059,MT,Meagher,0.0687,0.2244,0.2158,0.2562,0.0099
30061,MT,Mineral,0.3771,0.5732,0.3644,0.2702,0.2202
30063,MT,Missoula,0.247,0.3861,0.008,0.3762,0.6862
30065,MT,Musselshell,0.3787,0.6365,0.1047,0.2702,0.3689
30067,MT,Park,0.1591,0.2995,0.0134,0.1983,0.5054
30069,MT,Petroleum,0.0029,0.126,0.0025,0.0169,0.0328
30071,MT,Phillips,0.3638,0.4163,0.352,0.5006,0.2934
30073,MT,Pondera,0.719,0.4032,0.8227,0.5331,0.9278
30075,MT,Powder River,0.0519,0.1314,0.0283,0.2658,0.1324
30077,MT,Powell,0.3313,0.1617,0.2728,0.3574,0.8253
30079,MT,Prairie,0.1276,0.2419,0.3593,0.0239,0.0837
30081,MT,Ravalli,0.2673,0.5573,0.2584,0.2613,0.0999
30083,MT,Richland,0.2081,0.05,0.2148,0.3762,0.7403
30085,MT,Roosevelt,0.7954,0.8297,0.162,0.9491,0.9001
30087,MT,Rosebud,0.6066,0.6343,0.1773,0.8625,0.6674
30089,MT,Sanders,0.4268,0.7559,0.2791,0.3218,0.1652
30091,MT,Sheridan,0.1158,0.1502,0.1165,0.3189,0.2069
30093,MT,Silver Bow,0.4532,0.3918,0.3447,0.3141,0.6983
30095,MT,Stillwater,0.0385,0.0735,0.0977,0.2202,0.0678
30097,MT,Sweet Grass,0.0216,0.0315,0.2533,0.2202,0.0245
30099,MT,Teton,0.2915,0.3195,0.2715,0.1903,0.4631
30101,MT,Toole,0.5789,0.4067,0.1088,0.4125,0.9952
30103,MT,Treasure,0.1206,0.2737,0.1719,0.0025,0.1305
30105,MT,Valley,0.3151,0.4453,0.3797,0.4656,0.1684
30107,MT,Wheatland,0.2594,0.5474,0.0722,0.1181,0.2922
30109,MT,Wibaux,0.1677,0.1308,0.9188,0.289,0.0251
30111,MT,Yellowstone,0.3084,0.2104,0.1951,0.4367,0.6722
31001,NE,Adams,0.471,0.2365,0.6973,0.4478,0.7053
31003,NE,Antelope,0.1085,0.085,0.6416,0.0907,0.0968
31005,NE,Arthur,0.1359,0.3425,0.4007,0.0773,0.0277
31007,NE,Banner,0.0232,0.0035,0.9208,0.289,3e-4
31009,NE,Blaine,0.0143,0.0668,0.2759,0,0.0064
31011,NE,Boone,0.0283,0.0471,0.1785,0.0302,0.0742
31013,NE,Box Butte,0.4112,0.268,0.5006,0.5341,0.5586
31015,NE,Boyd,0.0474,0.0757,0.3444,0.1066,0.0325
31017,NE,Brown,0.1391,0.1919,0.3832,0.126,0.1283
31019,NE,Buffalo,0.3848,0.2884,0.3616,0.4179,0.6079
31021,NE,Burt,0.2091,0.3536,0.4682,0.2202,0.0732
31023,NE,Butler,0.0875,0.0455,0.5528,0.1623,0.1158
31025,NE,Cass,0.0455,0.0859,0.0971,0.2046,0.0783
31027,NE,Cedar,0.006,0.0185,0.1591,0.0302,0.0102
31029,NE,Chase,0.2537,0.2463,0.7301,0.4885,0.0805
31031,NE,Cherry,0.1502,0.1849,0.1327,0.4023,0.2368
31033,NE,Cheyenne,0.2193,0.2005,0.1098,0.3574,0.5016
31035,NE,Clay,0.1123,0.1222,0.6598,0.3596,0.0248
31037,NE,Colfax,0.3854,0.3654,0.381,0.8838,0.2282
31039,NE,Cuming,0.161,0.1101,0.5738,0.3762,0.1439
31041,NE,Custer,0.1824,0.1922,0.6404,0.126,0.12
31043,NE,Dakota,0.7689,0.5169,0.7635,0.8902,0.8546
31045,NE,Dawes,0.2336,0.1789,0.2288,0.4535,0.4179
31047,NE,Dawson,0.7435,0.5025,0.8708,0.8094,0.7196
31049,NE,Deuel,0.0999,0.4188,0.2766,0.4112,0.0013
31051,NE,Dixon,0.2502,0.1569,0.8854,0.4854,0.0859
31053,NE,Dodge,0.6407,0.4497,0.8434,0.4981,0.6719
31055,NE,Douglas,0.6003,0.436,0.6314,0.6964,0.6817
31057,NE,Dundy,0.1706,0.3186,0.3227,0.2928,0.0675
31059,NE,Fillmore,0.014,0.0108,0.0557,0.1779,0.091
31061,NE,Franklin,0.0818,0.1477,0.2199,0.0812,0.1003
31063,NE,Frontier,0.1951,0.1642,0.3456,0.0977,0.3752
31065,NE,Furnas,0.1563,0.2008,0.5111,0.1983,0.0945
31067,NE,Gage,0.184,0.1932,0.4303,0.1359,0.2043
31069,NE,Garden,0.168,0.2441,0.668,0.1738,0.0458
31071,NE,Garfield,0.0083,0.0051,0.0853,0.0223,0.0716
31073,NE,Gosper,0.0032,0.0423,0.0185,0.1181,0.0188
31075,NE,Grant,0.2053,0.3724,0.1079,0.0105,0.318
31077,NE,Greeley,0.0331,0.0968,0.183,0.0385,0.0337
31079,NE,Hall,0.7228,0.5557,0.8937,0.7301,0.5697
31081,NE,Hamilton,0.0064,0.0165,0.1174,0.1181,0.0146
31083,NE,Harlan,0.2304,0.0987,0.7311,0.1445,0.3603
31085,NE,Hayes,0.0458,0.1216,0.4892,0.2148,0.0025
31087,NE,Hitchcock,0.2833,0.1423,0.887,0.1359,0.2903
31089,NE,Holt,0.1213,0.0659,0.4666,0.2046,0.2005
31091,NE,Hooker,0.1429,0.1015,0.1139,0.4271,0.3943
31093,NE,Howard,0.1149,0.1018,0.6875,0.2276,0.0509
31095,NE,Jefferson,0.2495,0.2702,0.7317,0.1983,0.1254
31097,NE,Johnson,0.4284,0.1693,0.719,0.5465,0.6264
31099,NE,Kearney,0.1518,0.0923,0.339,0.2829,0.3097
31101,NE,Keith,0.3717,0.3857,0.599,0.3421,0.2715
31103,NE,Keya Paha,0.0076,0.0754,0.1143,0.0029,0.0057
31105,NE,Kimball,0.5267,0.7292,0.7002,0.4271,0.1534
31107,NE,Knox,0.2066,0.0824,0.5891,0.4478,0.2839
31109,NE,Lancaster,0.3781,0.2629,0.2412,0.5407,0.6785
31111,NE,Lincoln,0.3842,0.254,0.6114,0.4023,0.4793
31113,NE,Logan,0.1941,0.345,0.3721,0.0385,0.1257
31115,NE,Loup,0.0477,0.0621,0.0754,0.3253,0.1232
31117,NE,McPherson,0,0.0226,0.0089,0.0019,0.0032
31119,NE,Madison,0.5261,0.3157,0.6429,0.5598,0.7222
31121,NE,Merrick,0.2995,0.2658,0.3749,0.2508,0.4637
31123,NE,Morrill,0.3176,0.437,0.5143,0.5242,0.1152
31125,NE,Nance,0.063,0.1244,0.4819,0.0426,0.021
31127,NE,Nemaha,0.3288,0.3969,0.3253,0.289,0.3606
31129,NE,Nuckolls,0.0707,0.0904,0.2371,0.1359,0.1248
31131,NE,Otoe,0.2864,0.0926,0.7759,0.3657,0.429
31133,NE,Pawnee,0.5751,0.7648,0.7381,0.0773,0.3119
31135,NE,Perkins,0.0757,0.0805,0.4752,0.126,0.0646
31137,NE,Phelps,0.2323,0.1165,0.6025,0.2658,0.3644
31139,NE,Pierce,0.05,0.0719,0.3686,0.0458,0.0481
31141,NE,Platte,0.3902,0.161,0.7151,0.5882,0.5092
31143,NE,Polk,0.2021,0.3004,0.281,0.2613,0.17
31145,NE,Red Willow,0.3765,0.246,0.7094,0.2753,0.4507
31147,NE,Richardson,0.1744,0.2432,0.6063,0.2454,0.0589
31149,NE,Rock,0.0321,0.0496,0.1919,0.0286,0.077
31151,NE,Saline,0.5977,0.5802,0.5757,0.7008,0.4726
31153,NE,Sarpy,0.113,0.0602,0.3953,0.5481,0.1225
31155,NE,Saunders,0.0127,0.008,0.1512,0.0907,0.0503
31157,NE,Scotts Bluff,0.6709,0.5942,0.9233,0.663,0.3415
31159,NE,Seward,0.0586,0.0433,0.0716,0.1181,0.3087
31161,NE,Sheridan,0.5118,0.3902,0.5347,0.5363,0.6544
31163,NE,Sherman,0.1092,0.1493,0.4449,0.0506,0.0983
31165,NE,Sioux,0.2553,0.2476,0.2412,0.2562,0.4612
31167,NE,Stanton,0.0251,0.0156,0.3533,0.3001,0.0197
31169,NE,Thayer,0.0567,0.0608,0.2428,0.1359,0.1047
31171,NE,Thomas,0.0019,0.0045,0.0729,0.0019,0.0045
31173,NE,Thurston,0.7989,0.7836,0.7553,0.9453,0.5398
31175,NE,Valley,0.1009,0.0614,0.4545,0.0426,0.1983
31177,NE,Washington,0.0315,0.029,0.1687,0.1359,0.0974
31179,NE,Wayne,0.0541,0.1426,0.014,0.3355,0.1785
31181,NE,Webster,0.0582,0.0595,0.2132,0.2702,0.0929
31183,NE,Wheeler,0.0436,0.2906,0.0904,0.0067,0.0073
31185,NE,York,0.1378,0.0519,0.3714,0.3141,0.324
32001,NV,Churchill,0.6219,0.5318,0.7957,0.6521,0.4583
32003,NV,Clark,0.8565,0.8568,0.6817,0.9169,0.7263
32005,NV,Douglas,0.2037,0.2225,0.3791,0.5541,0.1222
32007,NV,Elko,0.5751,0.3329,0.6467,0.7342,0.7311
32009,NV,Esmeralda,0.8208,0.8173,0.627,0.6617,0.8199
32011,NV,Eureka,0.2387,0.1585,0.2849,0.2966,0.5201
32013,NV,Humboldt,0.6079,0.5013,0.4997,0.7377,0.6798
32015,NV,Lander,0.6999,0.6801,0.9456,0.6862,0.2578
32017,NV,Lincoln,0.6623,0.5481,0.6553,0.5035,0.7696
32019,NV,Lyon,0.5863,0.6976,0.761,0.6327,0.1846
32021,NV,Mineral,0.705,0.8552,0.3692,0.7763,0.4504
32023,NV,Nye,0.8176,0.8581,0.8332,0.6232,0.5665
32027,NV,Pershing,0.7196,0.6525,0.3186,0.7447,0.887
32029,NV,Storey,0.1165,0.2279,0.33,0.5261,0.0156
32031,NV,Washoe,0.6744,0.6136,0.3873,0.7689,0.7651
32033,NV,White Pine,0.2884,0.2113,0.1034,0.6617,0.5952
32510,NV,Carson City,0.8504,0.6276,0.8358,0.7247,0.9475
33001,NH,Belknap,0.183,0.2575,0.2241,0.1127,0.2457
33003,NH,Carroll,0.1318,0.3705,0.1178,0.0643,0.0939
33005,NH,Cheshire,0.2237,0.2619,0.05,0.1569,0.6426
33007,NH,Coos,0.508,0.5681,0.2969,0.1327,0.7518
33009,NH,Grafton,0.2969,0.2626,0.0936,0.3253,0.7298
33011,NH,Hillsborough,0.2543,0.2486,0.1181,0.4854,0.4688
33013,NH,Merrimack,0.2215,0.1763,0.0812,0.2508,0.6913
33015,NH,Rockingham,0.0261,0.0767,0.0213,0.2454,0.1136
33017,NH,Strafford,0.2651,0.2447,0.0175,0.3218,0.8886
33019,NH,Sullivan,0.1219,0.3285,0.0321,0.126,0.1989
34001,NJ,Atlantic,0.8771,0.7705,0.7638,0.8329,0.9083
34003,NJ,Bergen,0.3838,0.2817,0.1614,0.8358,0.5888
34005,NJ,Burlington,0.2648,0.2148,0.2304,0.7199,0.3186
34007,NJ,Camden,0.7629,0.6146,0.774,0.832,0.704
34009,NJ,Cape May,0.4169,0.401,0.3342,0.4574,0.5092
34011,NJ,Cumberland,0.9812,0.9488,0.9185,0.8956,0.9768
34013,NJ,Essex,0.9392,0.8775,0.7584,0.964,0.9491
34015,NJ,Gloucester,0.191,0.2059,0.2139,0.5786,0.1747
34017,NJ,Hudson,0.7963,0.8151,0.2225,0.9682,0.8714
34019,NJ,Hunterdon,0.0353,0.036,0.0376,0.4605,0.1308
34021,NJ,Mercer,0.7104,0.5302,0.3854,0.8829,0.9071
34023,NJ,Middlesex,0.6391,0.4561,0.2151,0.916,0.9211
34025,NJ,Monmouth,0.2276,0.226,0.1273,0.6216,0.3141
34027,NJ,Morris,0.1633,0.1133,0.1225,0.6763,0.3043
34029,NJ,Ocean,0.4074,0.3412,0.6295,0.4736,0.3345
34031,NJ,Passaic,0.9064,0.8819,0.6922,0.9214,0.8956
34033,NJ,Salem,0.6865,0.6034,0.7352,0.6384,0.6108
34035,NJ,Somerset,0.1703,0.1334,0.1162,0.8421,0.2225
34037,NJ,Sussex,0.0484,0.1553,0.0274,0.4478,0.057
34039,NJ,Union,0.795,0.6894,0.6187,0.9284,0.7985
34041,NJ,Warren,0.2454,0.2973,0.1283,0.5382,0.3052
35001,NM,Bernalillo,0.7785,0.6805,0.6814,0.937,0.6938
35003,NM,Catron,0.4548,0.4411,0.7126,0.5083,0.2479
35005,NM,Chaves,0.9516,0.8466,0.978,0.9354,0.8374
35006,NM,Cibola,0.9815,0.8358,0.9761,0.9828,0.9835
35007,NM,Colfax,0.9306,0.7199,0.9223,0.8902,0.9733
35009,NM,Curry,0.9281,0.9523,0.9609,0.8892,0.5312
35011,NM,De Baca,0.5891,0.7782,0.2447,0.9621,0.2775
35013,NM,Doña Ana,0.9898,0.9723,0.9201,0.9717,0.971
35015,NM,Eddy,0.6935,0.4589,0.9026,0.8956,0.5461
35017,NM,Grant,0.9004,0.7339,0.823,0.8937,0.9589
35019,NM,Guadalupe,0.74,0.6735,0.5337,0.9831,0.6623
35021,NM,Harding,0.5777,0.4857,0.5057,0.8752,0.5299
35023,NM,Hidalgo,0.9488,0.7533,0.9596,0.937,0.9596
35025,NM,Lea,0.9083,0.8215,0.8504,0.9465,0.8851
35027,NM,Lincoln,0.7107,0.6633,0.866,0.7842,0.374
35028,NM,Los Alamos,0.0121,0.0016,0.0341,0.663,0.0528
35029,NM,Luna,0.9971,0.9704,0.999,0.9675,0.8969
35031,NM,McKinley,0.9704,0.9481,0.9475,0.9962,0.8552
35033,NM,Mora,0.7311,0.5929,0.9863,0.9857,0.1668
35035,NM,Otero,0.922,0.8511,0.9017,0.8857,0.8676
35037,NM,Quay,0.6792,0.55,0.994,0.881,0.1098
35039,NM,Rio Arriba,0.8148,0.7046,0.9319,0.9917,0.4831
35041,NM,Roosevelt,0.9784,0.9847,0.9437,0.8698,0.8517
35043,NM,Sandoval,0.4723,0.4936,0.6626,0.9106,0.1384
35045,NM,San Juan,0.9335,0.9182,0.8539,0.9389,0.8176
35047,NM,San Miguel,0.9615,0.7718,0.9799,0.9854,0.9523
35049,NM,Santa Fe,0.7648,0.6235,0.7412,0.9106,0.6836
35051,NM,Sierra,0.8402,0.7078,0.8714,0.767,0.8065
35053,NM,Socorro,0.937,0.6967,0.9157,0.9497,0.985
35055,NM,Taos,0.8386,0.7693,0.9169,0.9443,0.5411
35057,NM,Torrance,0.73740000000000006,0.8517,0.6206,0.8756,0.3304
35059,NM,Union,0.8275,0.4729,0.9507,0.8698,0.901
35061,NM,Valencia,0.8676,0.7546,0.909,0.9564,0.7002
36001,NY,Albany,0.4325,0.2565,0.2037,0.6655,0.8141
36003,NY,Allegany,0.4367,0.4265,0.1865,0.1327,0.8339
36005,NY,Bronx,0.9955,0.9793,0.958,0.9955,0.9755
36007,NY,Broome,0.7024,0.5945,0.4962,0.5035,0.8978
36009,NY,Cattaraugus,0.656,0.5512,0.5964,0.3141,0.8771
36011,NY,Cayuga,0.479,0.4125,0.176,0.3355,0.8873
36013,NY,Chautauqua,0.6458,0.5652,0.6181,0.4087,0.7581
36015,NY,Chemung,0.5799,0.5035,0.5213,0.4411,0.7323
36017,NY,Chenango,0.5188,0.4745,0.5054,0.1181,0.7807
36019,NY,Clinton,0.3889,0.2925,0.042,0.3304,0.957
36021,NY,Columbia,0.4201,0.3695,0.3581,0.4367,0.5605
36023,NY,Cortland,0.3202,0.3552,0.036,0.2409,0.8332
36025,NY,Delaware,0.4729,0.4348,0.5064,0.2658,0.6279
36027,NY,Dutchess,0.4561,0.3154,0.1671,0.6763,0.8148
36029,NY,Erie,0.4698,0.3097,0.4516,0.6232,0.6585
36031,NY,Essex,0.3307,0.2467,0.2989,0.2613,0.6738
36033,NY,Franklin,0.5735,0.6343,0.1203,0.5274,0.8132
36035,NY,Fulton,0.409,0.3641,0.4669,0.2778,0.5449
36037,NY,Genesee,0.1795,0.1623,0.085,0.3141,0.4892
36039,NY,Greene,0.4023,0.3533,0.1038,0.4656,0.789
36041,NY,Hamilton,0.1878,0.2976,0.4946,0.1738,0.078
36043,NY,Herkimer,0.3631,0.3125,0.36,0.1738,0.6324
36045,NY,Jefferson,0.6604,0.4885,0.367,0.5331,0.9561
36047,NY,Kings,0.8845,0.8549,0.5652,0.9414,0.9134
36049,NY,Lewis,0.1515,0.2855,0.2616,0.0643,0.1461
36051,NY,Livingston,0.2266,0.2142,0.0442,0.3189,0.6636
36053,NY,Madison,0.1302,0.1544,0.0334,0.2336,0.4898
36055,NY,Monroe,0.5859,0.3997,0.6365,0.6827,0.6973
36057,NY,Montgomery,0.7756,0.6951,0.8278,0.5481,0.7167
36059,NY,Nassau,0.2782,0.1416,0.1805,0.8027,0.5477
36061,NY,New York,0.6668,0.5554,0.0726,0.8886,0.9752
36063,NY,Niagara,0.3434,0.2839,0.3826,0.4605,0.4523
36065,NY,Oneida,0.5974,0.3323,0.5907,0.5261,0.9122
36067,NY,Onondaga,0.557,0.3698,0.4465,0.6044,0.8316
36069,NY,Ontario,0.2607,0.133,0.3243,0.3396,0.6251
36071,NY,Orange,0.6626,0.3994,0.5783,0.76,0.8962
36073,NY,Orleans,0.5901,0.6012,0.4322,0.4341,0.6757
36075,NY,Oswego,0.5509,0.5296,0.2266,0.1779,0.9243
36077,NY,Otsego,0.3835,0.3816,0.1206,0.2966,0.7419
36079,NY,Putnam,0.12,0.1454,0.0602,0.5831,0.211
36081,NY,Queens,0.7747,0.7855,0.2008,0.9771,0.8606
36083,NY,Rensselaer,0.3418,0.2136,0.2031,0.5108,0.7212
36085,NY,Richmond,0.5808,0.3975,0.374,0.7919,0.8189
